규모,동수,조감도 이미지 파일경로,위치도 이미지 파일경로,전경 이미지 파일경로,위치,시공자,감리자,세대수,용적율,배치도 이미지 파일경로,설계자,구역명,건폐율,정비사업전문관리업체,사업주체,조합 추진위원회 연락처,구역면적,전화번호,추진현황 id,사업추진단계,조합원수,입출금공개건수
,8,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302171056455370.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302171055448100.JPG,http://dynamice.busan.go.kr/data/busi_ara/,무학로63번길 115,-,-,0,279,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302171056027830.jpg,-,민락2 재개발,19.97,-,민락2,051-757-9161,54160,051-757-9161,BARA_0000000030100,조합설립인가,0,0
"지하4층, 지상36층 연면적 138,872.45㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080715057200.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080715057160.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080715056880.jpg,조합해산,대림산업,(주)종합건축사사무소 가람건축,0,699.06,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080715056940.jpg,동문건축,초량1-1 재개발,32.14,디피엠,초량1-1 재개발정비사업,051-441-1377,15972.9,051-441-1377,BARA_0000000000161,이전고시,0,106
"지하5층, 지상40층, 연면적 151,557㎡,",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080710576420.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080710576360.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080710576180.jpg,조합해산,범양건영,(주)목양종합건축사사무소,172,768.06,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090544111920.jpg,삼익건축,초량1-3 재개발,43.85,서진씨엔디,초량1-3 도시환경정비구역,051-441-1082,15543.1,051-441-1082,BARA_0000000000027,이전고시,172,74
,5,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202411040935061540.JPG,http://dynamice.busan.go.kr/data/busi_ara/,동구 초량동 42-9번지 일원,SK에코 플랜트,미정,359,607.72,http://dynamice.busan.go.kr/data/busi_ara/BARA_202411040936046830.JPG,호원,초량1구역 가로주택정비,46.51,테라지엔씨,초량1구역,051-467-2525,8727.28,051-467-2525,BARA_0000000030083,건축심의 및 통합심의,91,0
"지하3층, 지상15~20층",30,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080656523290.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080656523260.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080656523060.jpg,부산광역시 동구 망양로 607-1,"SK, 현대건설",미정,1815,238.99,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090650013160.jpg,앙코르,초량2 재개발,27.39,명성디앤씨,초량2 주택재개발정비구역,051-466-0234,87247.2,051-466-0234,BARA_0000000000166,사업시행계획인가,868,76
"지하2층, 지상12~20층",5,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090659234970.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080659026660.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080659026590.jpg,부산광역시 동구 홍곡로 19 1층,호반건설,미정,432,284,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090641197410.jpg,삼익,초량3 재개발,21.9,에스엔디앤씨,초량3 주택재개발정비구역,051-703-1577,17455.6,051-703-1577,BARA_0000000000167,관리처분계획,117,184
지하2/지상35,16,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901030503520270.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812190420040580.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901030503520140.jpg,초읍동 51-187번지 삼광사 북측,(주)롯데건설,-,1522,00,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901030503520180.jpg,신성이엔지,초읍1 재개발,00,(주)정비기획원,초읍1주택재개발정비구역,051-816-3966,88211,051-816-3966,BARA_0000000000141,사업시행계획인가,585,56
"지하3층,지상30층,연면적 104,680㎡",9,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120200518760.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120203287380.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240143202070.PNG,초읍동 556번지 일원,코오롱글로벌(주),간삼건축,756,265.67,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120200518640.png,일신건축,초읍2 재개발,25.41,(주)제이앤케이도시정비,초읍2주택재개발정비구역,051-808-1844,28505.8,051-808-1844,BARA_0000000000048,준공,210,123
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,남구 수영로250번길 50,-,-,170,618.09,http://dynamice.busan.go.kr/data/busi_ara/,(주)인우종합건축,크로바아파트 소규모재건축,68.05,-,크로바아파트,051-625-4989,2260.8,051-625-4989,BARA_0000000030103,조합설립인가,42,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205020929335040.jpg,http://dynamice.busan.go.kr/data/busi_ara/,,아이에스동서,-,255,298.78,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205020929335390.jpg,-,태원아파트일원 가로주택정비,15.67,-,태원아파트일원,051-325-6338,8635.36,051-325-6338,BARA_0000000030076,건축심의 및 통합심의,108,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,수영구 민락동 11-1번지 일원,삼정건설㈜,-,122,239.95,http://dynamice.busan.go.kr/data/busi_ara/,㈜수가디자인건축사사무소,태창파크맨션 소규모재건축,24.84,㈜세웅R&C,,051-759-8211,4357,051-759-8211,BARA_0000000030057,조합설립인가,116,0
-,4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211012474230.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211047472270.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211047472240.jpg,하단동 605-31번지 일원,미선정,미선정,408,269.59,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211012474200.png,미선정,하단1 재건축,25.94,미선정,하단1 재건축,051-921-4145,15462.3,051-921-4145,BARA_0000000000233,조합설립인가,237,30
-,5,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109020448503960.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109030230095560.png,"연제구 봉수로 15(연산동, 한독아파트) 4동 206호",미정,미정,217,239.34,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109030227335760.png,미정,한독아파트 소규모재건축,27.77,호현도시개발,한독아파트 소규모재건축,051-852-2528,9845,051-852-2528,BARA_0000000030049,조합설립인가,153,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202408060408387050.jpg,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 해운대구 달맞이길117번나길 194, 1동 지하1층",미정,미정,105,249.75,http://dynamice.busan.go.kr/data/busi_ara/BARA_202408060408387260.jpg,미정,현우산호맨션 소규모재건축,25.75,미정,현우산호맨션,010-5545-2151,3187.30,010-5545-2151,BARA_0000000030151,조합설립인가,92,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"사하구 사리로52, 2층(괴정동)",-,-,148,237.77,http://dynamice.busan.go.kr/data/busi_ara/,-,협진신태양 소규모재건축(괴정) 소규모재건축,30,-,협진신태양 소규모재건축(괴정),051-220-4611,6070,051-220-4611,BARA_0000000030066,조합설립인가,94,0
"지하3/지상35층, 연면적 138,542.6719㎡",9,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901030250018570.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204250133011080.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812041021558370.jpg,북구 양달로4번길 17 3층(화명동),대우건설,종합건축사사무소 근정,886,269.93,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300850145440.png,영탑건축,화명2 재개발,16.35,건은도시정비,화명2 재개발,051-334-6577,38896.5,051-334-6577,BARA_0000000000204,준공,158,58
"지하2/지상35층, 연면적 61,176.27㎡",3,http://dynamice.busan.go.kr/data/busi_ara/BARA_201903201009044540.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204290533284650.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201903201009044440.jpg,"북구 금곡대로 280-9, 시영아파트(화명동)",한화건설,미정,354,285,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204290522476900.jpg,㈜영탑건축,화명2 재건축,21.09,세웅알앤씨,화명2구역 재건축사업,051-365-7200,14076,051-365-7200,BARA_0000000000330,사업시행계획인가,354,79
"지하2/지상29층, 연면적 66,484.7248㎡",6,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901290242389040.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204250204295420.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240102189840.jpg,"산성로47번길 1, 3층(화명동)",(주)동원개발,(주)무영씨엠건축사사무소,447,265.37,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300851220050.png,AN건축사사무소,화명3 재개발,19.84,정일마스터플랜,화명3 재개발,051-362-0888,20776,051-362-0888,BARA_0000000000205,준공,79,122
6682,2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109240423455270.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109240428284100.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109240423455120.png,수영구 남천동 47-1번지,미정,미정,286,472.5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109240423455230.png,(주)C&T건축사사무소,화목타운 소규모재건축,29.56,(주)정일마스터플랜,,051-626-9590,6682,051-626-9590,BARA_0000000030052,건축심의 및 통합심의,186,3
지하1층/12층,00,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"연제구 중앙대로1038번길 54, 부녀회사무실(연산동, 효성아파트)",미정,미정,221,00,http://dynamice.busan.go.kr/data/busi_ara/,미정,효성아파트 소규모재건축,00,미정,효성아파트소규모재건축,051-853-2234,7555.9,051-853-2234,BARA_0000000030019,조합설립인가,172,90
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"동래구 중앙대로1267번길 89, 2층",1,1,4,1,http://dynamice.busan.go.kr/data/busi_ara/,1,사직5 재개발,1,1,사직5,051-501-2632,45746,051-501-2632,BARA_0000000030164,조합설립인가,1,0
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,223,239.97,http://dynamice.busan.go.kr/data/busi_ara/,-,사하오성맨션 소규모재건축(괴정) 소규모재건축,30,-,사하오성맨션 소규모재건축(괴정),051-203-8210,9484,051-203-8210,BARA_0000000030067,건축심의 및 통합심의,192,0
미정,5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410240123310190.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410240123310370.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410240123310040.JPG,"연제구 세병로 34, 601호(연산동, 삼보아파트)",미정,미정,327,356.96,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410240125298760.JPG,희담종합건축사사무소,삼보아파트 가로주택정비,21.4,현지디앤씨,삼보아파트 가로주택정비사업,051-851-5804,9390.8,051-851-5804,BARA_0000000030055,사업시행계획인가,196,6
"지하4층/지상34층, 지하2층/지상22층, 31,445㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211022138910.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130432226090.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130432226030.png,부암동 80-6번지외1필지,중흥토건,미정,230,947.82,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812211022138880.png,건축사사무소 젬마,삼부로얄 소규모재건축사업 소규모재건축,46.53,금하도시개발,삼부로얄소규모재건축,051-809-1222,2468,051-809-1222,BARA_0000000000344,사업시행계획인가,45,74
지하1/지상13층,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_202001100441043780.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202001100441043750.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202001100441043660.jpg,"부산광역시 해운대구 중동1로 37번길 9, 3층",미정,미정,114,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_202001100441043720.jpg,미정,삼성콘도맨션(소규모) 소규모재건축,0,미정,삼성콘도맨션소규모재건축,051-747-7911,3347,051-747-7911,BARA_0000000030021,조합설립인가,89,55
지하4/지상18,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_201908260521153340.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201908260521153250.jpg,"용호로 123번길 69, 203호(용호동, 영신맨션)",극동건설,-,120,481.41,http://dynamice.busan.go.kr/data/busi_ara/,(주)인우종합건축,삼월주택 소규모재건축,56.68,(주)한가람,삼월주택 소규모재건축정비사업,051-627-1050,2236.4,051-627-1050,BARA_0000000030023,사업시행계획인가,55,24
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,68,319.93,http://dynamice.busan.go.kr/data/busi_ara/,미정,상록아파트 소규모재건축,49.41,미정,상록아파트,010-5527-1901,1679.70,010-5527-1901,BARA_0000000030140,조합설립인가,26,0
미정,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204060521305670.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204060521548220.PNG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204060523167720.bmp,대청동4가 79-1,KCC건설,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/,상지건축,새들맨션 소규모재건축,0,호현도시개발,새들맨션 소규모재건축사업,051-469-8757,5611.7,051-469-8757,BARA_0000000030048,조합설립인가,0,0
"지하4층/지상36층 연면적 71,515.4851㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111158388920.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111158388890.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141148182310.jpg,"연제구 거제천로230번길 53,상가동 202호(연산동, 연산센터빌)",코오롱글로벌(주),미정,466,643.9,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111158388860.png,C&T건축사사무소,새연산아파트 소규모재건축,37.77,가나개발,새연산 소규모재건축사업,051-868-0399,7555.9,051-868-0399,BARA_0000000000314,착공,192,126
-,26,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101111435020.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101111481100.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101111349900.jpg,"서명로 15-1, 3층","포스코건설, GS건설",미정,3802,288.93,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101111388840.bmp,"DA그룹, 수건축사사무소",서금사재정비촉진5구역 재개발,15.53,명성디앤씨,서금사재정비촉진5 재개발,051-911-0351,194548.1,051-911-0351,BARA_0000000000294,사업시행계획인가,2301,121
-,20,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101113538990.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101113582400.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101113416760.jpg,"서동로 129, 3층",현대건설,미정,2543,285.46,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101113477920.jpg,itm corporation,서금사재정비촉진6구역 재개발,15.73,우영에이치디,서금사 재정비촉진6 재개발,051-529-5600,137073.2,051-529-5600,BARA_0000000000113,사업시행계획인가,1330,9
"면적 119,923㎡",13,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101115017820.PNG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101115061080.PNG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101114532870.PNG,동현로16번길 83,-,미정,2363,359.77,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101114582170.bmp,영탑,서금사재정비촉진A구역 재개발,17.60,화성CND,서금사재정비촉진A 재개발,051-514-7707,114136.8,051-514-7707,BARA_0000000000107,사업시행계획인가,934,92
"지하3층/지상10층~27층, 연면적 83,345.51㎡",7,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071134353950.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071134353820.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071134353690.png,"대영로45번길20, 3층(서대신동2가)",(주)HJ중공업,지정 전,542,263.21,http://dynamice.busan.go.kr/data/busi_ara/BARA_202007071016452200.png,(주)신성ENG건축사사무소,서대신4 재개발,19.11,메이트S&C,서대신4 재개발,051-242-5784,26465,051-242-5784,BARA_0000000000122,관리처분계획,250,111
"지하4층, 지상15층 ~ 29층, 연면적 113.336㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201907190121066400.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071144162930.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071144162770.png,"대영로84, 3층(동대신동1가)",(주)HJ중공업,(주)해안종합건축사사무소,733,253.58,http://dynamice.busan.go.kr/data/busi_ara/BARA_201907191038069090.jpg,(주)시엔티종합건축사사무소,서대신5 재개발,16.85,하나감정평가법인,서대신5 재개발,051-244-5901,32945,051-244-5901,BARA_0000000000123,준공,234,15
"지하3층, 31층, 연면적 124.304.4100㎡",7,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071146567380.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071146567280.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071146566800.jpg,서대신동2가 414-1일원,(주)대우건설,(주)토문,815,251.16,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071146566940.jpg,(주)새누이엔지건축사사무소,서대신6 재개발,16.21,(주)하나감정평가법인,서대신6  재개발,051-244-6680,43750,051-244-6680,BARA_0000000000124,준공,357,156
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,231,448.28,http://dynamice.busan.go.kr/data/busi_ara/,미정,서동역2구역 가로주택정비,27.5,미정,서동역2구역,051-531-5558,5606.08,051-531-5558,BARA_0000000030160,조합설립인가,61,0
"지하4층/지상35층, 70,810㎡",3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202401301022277440.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812110225425630.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812110225425600.png,부산광역시 부산진구 부암동 80-8번지,DL E&C,미정,343,844.57,http://dynamice.busan.go.kr/data/busi_ara/BARA_202401301022278220.png,(주)시엔티설계건축사사무소,성암아파트 소규모재건축사업 소규모재건축,37.43,명성디앤씨,성암아파트 소규모 재건축,051-819-7523,4665,051-819-7523,BARA_0000000000310,사업시행계획인가,146,92
미정,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"수영로 275-8, 107호",(주)익수종합건설,미정,51,879.30,http://dynamice.busan.go.kr/data/busi_ara/,(주)나우건축,성창아파트 소규모재건축,65.5,(주)여원도시개발,성창아파트(소규모)재건축 정비사업,051-625-6355,889,051-625-6355,BARA_0000000030030,건축심의 및 통합심의,51,0
"지하3층/지상22층, 연면적 25,361.1169㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811160102107890.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811160102107800.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811160102107660.jpg,"부산진구 진연로9번길 16 ,4층(양정동)",(주)삼정기업,미정,160,417.38,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811160102107750.jpg,(주)아이디에이 건축사사무소,세화아파트 소규모재건축,56.07,(주)메이트에스엔씨,세화아파트 소규모재건축사업,051-865-0206,4287.9,051-865-0206,BARA_0000000030012,이전고시,66,40
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201910171004321390.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201909300212345540.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201909300212345270.jpg,"동래구 수안동 665-1번지(해바라기1,2차, 새동래 마)",미정,미정,미정,미정,http://dynamice.busan.go.kr/data/busi_ara/,미정,수안1 재건축,미정,가나개발,미정,051-991-0014,31353,051-991-0014,BARA_0000000000282,사업시행계획인가,560,83
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,1,1,1,1,http://dynamice.busan.go.kr/data/busi_ara/,1,수안1 재개발,1,1,수안1,1-1-1,1,1-1-1,BARA_0000000030173,추진위원회 구성,1,0
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260145092970.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260145092950.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260145092900.jpg,동래구 수안동 34-1번지(새동래3차),미정,미정,미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260145092930.png,미정,수안3 재건축,미정,미정,미정,051-552-2215,7900,051-552-2215,BARA_0000000000284,추진위원회 구성,0,0
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,2,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,수안동반도보라맨션 소규모재건축,1,미정,수안동반도보라맨션,051-220-4611,1,051-220-4611,BARA_0000000030072,건축심의 및 통합심의,1,0
,12,http://dynamice.busan.go.kr/data/busi_ara/BARA_202401230126037230.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202401230107076440.jpg,http://dynamice.busan.go.kr/data/busi_ara/,"수영구 구락로74, 1층",미정,미정,0,256.97,http://dynamice.busan.go.kr/data/busi_ara/BARA_202401230107076900.jpg,거원엔지니어링,수영1 재개발,24.94,(주)정일마스터플랜,수영1,051-754-1110,84501,051-754-1110,BARA_0000000030128,조합설립인가,0,0
,0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,0,239.86,http://dynamice.busan.go.kr/data/busi_ara/,-,수영구 산정수영아파트 소규모재건축,18.06,-,수영구 산정수영아파트,051-611-4492,3958.3,051-611-4492,BARA_0000000030113,조합설립인가,0,0
,2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306271009004840.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306271009005130.jpg,http://dynamice.busan.go.kr/data/busi_ara/,"수영구 연수로372, 2층 201호",㈜에이치제이중공업,-,148,248.82,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306271009005260.jpg,㈜상지엔지니어링건축사사무소,수영아파트 가로주택정비,32.27,㈜부동산써브 S&C,,051-758-6676,5383.8,051-758-6676,BARA_0000000030060,건축심의 및 통합심의,148,0
"지하5층, 지상47층, 연면적 121,938.6899㎡",3,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080708400020.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080708399880.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090524073660.jpg,조합해산,협성건설,(주)건축사사무소광장,0,814.95,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080708399810.jpg,팀엔지니어링,수정1 재개발,40.65,서진C&D,수정1 도시환경정비구역,051-466-2269,10871.8,051-466-2269,BARA_0000000000157,이전고시,0,147
미정,5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202312270312147340.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202312270312147730.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200325070310.bmp,부산진구 부암동 27-7번지 일원,GS건설,미정,1874,765.03,http://dynamice.busan.go.kr/data/busi_ara/BARA_202312270312148100.jpg,"동일건축, 디아이건축, 새누이엔지",시민공원주변재정비촉진1구역 재개발,43.92,(주)도시와미래,CMCD_0000000000471,051-000-0000,60423,051-000-0000,BARA_0000000000148,관리처분계획,1874,23
"지하5층/지상69층, 467,4042.4㎡",5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202009230504509130.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901081133267930.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200437176510.bmp,범전동 263-5번지 일원,-,-,1902,760.9,http://dynamice.busan.go.kr/data/busi_ara/BARA_202009230504509010.jpg,리한건축사사무소,시민공원주변재정비촉진2-1구역 재개발,51.87,(주)명성디앤씨,시민공원주변재정비촉진2-1 재개발,051-818-7620,136727,051-818-7620,BARA_0000000000149,관리처분계획,1902,91
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200439330180.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200439330160.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200439330090.bmp,범전동 400번지 일원,미정,미정,미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200439330130.png,미정,시민공원주변재정비촉진2-2구역 재개발,미정,미정,미정,051-000-0000,"223,347",051-000-0000,BARA_0000000000150,정비계획 수립 및 정비구역 지정,0,0
"지하6층/지상60층, 666,804.11㎡",18,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100507581150.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901081118182230.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100456365130.png,범전동 71-5번지 일원,디엘이엔씨(주),미정,3545,309.72,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100507581020.png,토문건축사사무소,시민공원주변재정비촉진3구역 재개발,20.32,(주)명성디앤씨,시민공원주변재정비촉진3 재개발,051-807-6655,178634,051-807-6655,BARA_0000000000151,관리처분계획,3365,117
"지하2층,지상45층",3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210180448454010.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210180448454230.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210180448453700.png,양정동 445-15번지 일원,현대엔지니어링(주),-,840,298.49,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210180448454840.png,(주)상지이앤에이,시민공원주변재정비촉진4구역 재개발,14.60,(주)명성디앤씨,시민공원주변재정비촉진4 재개발,051-868-1423,39433,051-868-1423,BARA_0000000000152,사업시행계획인가,827,99
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,1,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,신낙민3 소규모재건축,1,미정,신낙민3,051-556-0466,1,051-556-0466,BARA_0000000030099,조합설립인가,1,0
