"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"11288","부산광역시 연제구 거제동","751-3","0751","0003","유림제우스B","월세","27.2400","202412","06","2,000","36","4","2016","거제천로9번길 8","202412~202512","신규","-","","","연립다세대"
"11289","부산광역시 연제구 거제동","747-5","0747","0005","TIMELEADERS","월세","16.9200","202412","06","8,500","5","5","2022","거제대로74번길 50","202501~202701","신규","-","","","연립다세대"
"11290","부산광역시 연제구 거제동","894-22","0894","0022","쉐르빌","월세","16.3800","202412","06","1,500","30","4","2011","여고로14번길 57","202412~202512","신규","-","","","연립다세대"
"11291","부산광역시 수영구 광안동","692-9","0692","0009","영비치하우스","월세","25.7000","202412","06","3,000","47","5","2016","광서로11번길 5","202412~202612","신규","-","","","연립다세대"
"11292","부산광역시 해운대구 재송동","1073-3","1073","0003","051CENTUM","월세","29.9000","202412","06","1,000","40","3","2018","재송1로14번길 11","202412~202512","신규","-","","","연립다세대"
"11293","부산광역시 남구 대연동","638-26","0638","0026","예림2","월세","15.9850","202412","05","500","34","2","2014","용소로64번길 66","202412~202512","신규","-","","","연립다세대"
"11294","부산광역시 동래구 사직동","143-51","0143","0051","THEFORT","전세","14.7200","202412","05","8,500","0","3","2022","중앙대로1285번길 5-6","202501~202701","신규","-","","","연립다세대"
"11295","부산광역시 연제구 연산동","1384-4","1384","0004","흑석하늘정원","월세","23.8400","202412","05","400","45","3","2011","월드컵대로145번길 63","202412~202512","신규","-","","","연립다세대"
"11296","부산광역시 연제구 연산동","1293-29","1293","0029","연산리치빌","월세","20.1300","202412","05","300","37","5","2011","거제천로136번길 23","202412~202512","신규","-","","","연립다세대"
"11297","부산광역시 동래구 명장동","29-21","0029","0021","우정빌","전세","48.2000","202412","05","9,000","0","4","2014","반송로251번길 13","202501~202701","신규","-","","","연립다세대"
"11298","부산광역시 해운대구 우동","497-2","0497","0002","블루마린","월세","14.8800","202412","05","500","40","4","2011","우동1로 17","202412~202512","신규","-","","","연립다세대"
"11299","부산광역시 사하구 하단동","514-21","0514","0021","주영빌","월세","18.1900","202412","05","300","27","4","2013","하신번영로300번길 108","202412~202512","신규","-","","","연립다세대"
"11300","부산광역시 해운대구 재송동","1076-8","1076","0008","센텀아무르","월세","22.2900","202412","05","2,000","55","5","2020","재송1로32번길 30","202412~202512","신규","-","","","연립다세대"
"11301","부산광역시 남구 대연동","33-22","0033","0022","데이지원룸","월세","16.5500","202412","05","500","28","4","2011","수영로346번길 33-1","202412~202601","신규","-","","","연립다세대"
"11302","부산광역시 동래구 사직동","143-51","0143","0051","THEFORT","전세","14.7200","202412","05","8,500","0","3","2022","중앙대로1285번길 5-6","202501~202701","신규","-","","","연립다세대"
"11303","부산광역시 동래구 사직동","143-51","0143","0051","THEFORT","전세","14.7200","202412","05","8,500","0","3","2022","중앙대로1285번길 5-6","202501~202701","신규","-","","","연립다세대"
"11304","부산광역시 부산진구 양정동","174","0174","0000","지산비바체","전세","21.1500","202412","05","7,000","0","9","2017","동평로405번길 114","202501~202701","신규","-","","","연립다세대"
"11305","부산광역시 부산진구 양정동","321-11","0321","0011","수목하우스A동","월세","14.8200","202412","05","1,000","30","8","2017","동평로397번길 5","202412~202512","신규","-","","","연립다세대"
"11306","부산광역시 부산진구 양정동","174","0174","0000","지산비바체","전세","21.1500","202412","05","7,000","0","9","2017","동평로405번길 114","202501~202701","신규","-","","","연립다세대"
"11307","부산광역시 해운대구 송정동","180-7","0180","0007","오시리아빌","월세","24.6400","202412","05","500","50","4","2017","송정강변로 71","202412~202512","신규","-","","","연립다세대"
"11308","부산광역시 부산진구 부암동","364-2","0364","0002","상아탑","전세","79.7200","202412","05","11,000","0","1","2001","동평로127번길 45","202412~202612","신규","-","","","연립다세대"
"11309","부산광역시 남구 대연동","878-8","0878","0008","영남레미안","월세","18.4600","202412","05","300","34","3","2012","유엔평화로41번길 28","202412~202512","신규","-","","","연립다세대"
"11310","부산광역시 남구 대연동","878-8","0878","0008","영남레미안","월세","18.4600","202412","05","300","31","3","2012","유엔평화로41번길 28","202412~202512","신규","-","","","연립다세대"
"11311","부산광역시 남구 대연동","879-5","0879","0005","청자","전세","28.7900","202412","05","2,000","0","1","1978","유엔로 161","202412~202612","신규","-","","","연립다세대"
"11312","부산광역시 해운대구 반여동","1591-13","1591","0013","진주빌라","월세","49.7550","202412","05","1,000","20","2","1994","재반로256번길 37-49","202412~202612","신규","-","","","연립다세대"
"11313","부산광역시 북구 덕천동","816","0816","0000","신우노블레스","월세","17.0844","202412","05","500","40","5","2022","의성로74번길 9","202412~202512","신규","-","","","연립다세대"
"11314","부산광역시 서구 토성동5가","52-5","0052","0005","토성프라임","월세","22.6200","202412","05","2,000","38","9","2018","천마로231번길 24","202412~202512","신규","-","","","연립다세대"
"11315","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","전세","20.3600","202412","05","7,600","0","5","2018","민락본동로11번길 42","202501~202701","신규","-","","","연립다세대"
"11316","부산광역시 부산진구 전포동","305-6","0305","0006","세원하우스","월세","20.8500","202412","05","1,000","37","2","2017","동성로71번길 35","202412~202512","신규","-","","","연립다세대"
"11317","부산광역시 수영구 수영동","448-17","0448","0017","센텀샤인빌","월세","16.7800","202412","05","300","37","5","2010","연수로415번길 19","202412~202512","신규","-","","","연립다세대"
"11318","부산광역시 수영구 민락동","139-5","0139","0005","베네시안","전세","19.1800","202412","05","13,000","0","3","2023","감포로88번길 17","202412~202612","신규","-","","","연립다세대"
"11319","부산광역시 서구 동대신동3가","207","0207","0000","리버스12차","전세","46.6200","202412","05","6,500","0","5","2002","구덕로346번길 28","202412~202612","신규","-","","","연립다세대"
"11320","부산광역시 동래구 온천동","1443-10","1443","0010","성우해피","월세","16.8000","202412","05","2,000","25","4","2015","미남로146번길 69","202412~202512","신규","-","","","연립다세대"
"11321","부산광역시 사하구 하단동","870-193","0870","0193","진타워","전세","17.3269","202412","05","10,000","0","7","2022","낙동남로1361번길 8","202412~202612","신규","-","","","연립다세대"
"11322","부산광역시 사하구 하단동","500-85","0500","0085","작품하나","월세","19.6800","202412","05","1,000","48","8","2019","낙동대로563번안길 60-2","202412~202512","신규","-","","","연립다세대"
"11323","부산광역시 중구 대청동4가","35-6","0035","0006","재성힐링파크","월세","15.0730","202412","05","2,000","50","10","2022","중구로91번길 4","202412~202512","신규","-","","","연립다세대"
"11324","부산광역시 수영구 광안동","90-21","0090","0021","라온하우스","월세","29.4600","202412","05","1,000","24","5","2016","수영로666번길 17","202412~202512","신규","-","","","연립다세대"
"11325","부산광역시 서구 동대신동3가","286","0286","0000","힐링파크지중해","월세","41.5600","202412","05","9,500","15","3","2015","보수대로 222-9","202412~202612","신규","-","","","연립다세대"
"11326","부산광역시 수영구 광안동","166-7","0166","0007","정우","월세","55.1100","202412","05","9,000","20","2","1981","수영로546번길 11-1","202412~202612","신규","-","","","연립다세대"
"11327","부산광역시 수영구 광안동","133-54","0133","0054","건왕J-파크3","전세","18.0450","202412","05","6,500","0","2","2017","수영로588번가길 28","202501~202701","신규","-","","","연립다세대"
"11328","부산광역시 수영구 망미동","884-48","0884","0048","비콘드림","월세","32.1480","202412","05","366","23","3","2019","망미배산로70번길 27","202412~202703","신규","-","","","연립다세대"
"11329","부산광역시 남구 대연동","458-6","0458","0006","승원빌라에이동","전세","75.9600","202412","05","14,500","0","1","1996","용소로21번길 58","202501~202701","신규","-","","","연립다세대"
"11330","부산광역시 사하구 하단동","515-15","0515","0015","티파니","전세","17.2300","202412","05","5,500","0","2","2015","하신번영로300번길 92-3","202501~202701","신규","-","","","연립다세대"
"11331","부산광역시 사하구 하단동","515-19","0515","0019","코리아빌A동","월세","22.9500","202412","05","500","35","5","2012","하신번영로300번길 92-5","202412~202512","신규","-","","","연립다세대"
"11332","부산광역시 영도구 봉래동1가","187-12","0187","0012","스위트빌","월세","20.7600","202412","05","300","35","3","2013","대교로46번길 7","202412~202512","신규","-","","","연립다세대"
"11333","부산광역시 부산진구 양정동","254-5","0254","0005","보성오페라1차","전세","30.1500","202412","05","7,500","0","5","2012","거제천로 42","202412~202612","신규","-","","","연립다세대"
"11334","부산광역시 사상구 엄궁동","25-8","0025","0008","더스타빌리지","월세","41.2200","202412","05","9,000","15","4","2019","대동로 25","202501~202701","신규","-","","","연립다세대"
"11335","부산광역시 사상구 주례동","92-267","0092","0267","한일하우스","월세","18.4200","202412","05","1,000","30","4","2014","주례로34번길 27","202501~202601","신규","-","","","연립다세대"
"11336","부산광역시 사상구 감전동","117-1","0117","0001","더퍼스트원","월세","17.6355","202412","04","500","32","2","2022","사상로 119","202412~202512","신규","-","","","연립다세대"
"11337","부산광역시 해운대구 중동","1484-8","1484","0008","중동길수빌라","월세","115.2300","202412","04","2,800","60","4","2000","달맞이길117번라길 94","202501~202701","신규","-","","","연립다세대"
"11338","부산광역시 서구 동대신동3가","13-18","0013","0018","베스트빌라","월세","28.8000","202412","04","500","25","2","2001","대신공원로 13-5","202412~202612","신규","-","","","연립다세대"
"11339","부산광역시 사하구 하단동","605-2","0605","0002","성원","월세","17.4600","202412","04","300","28","2","2013","동매로29번길 20","202412~202512","신규","-","","","연립다세대"
"11340","부산광역시 수영구 광안동","120-114","0120","0114","골든시티빌","월세","14.5500","202412","04","500","30","3","2012","무학로10번길 7","202412~202512","신규","-","","","연립다세대"
"11341","부산광역시 수영구 광안동","662-25","0662","0025","다움하우스","월세","15.6000","202412","04","500","33","2","2012","광서로9번길 15-4","202412~202512","신규","-","","","연립다세대"
"11342","부산광역시 수영구 광안동","735-11","0735","0011","아뜰리에ATELIER","월세","17.5400","202412","04","500","49","3","2018","장대골로27번길 29","202412~202512","신규","-","","","연립다세대"
"11343","부산광역시 수영구 광안동","96-33","0096","0033","은하수","월세","15.5200","202412","04","200","40","5","2011","무학로9번길 50","202412~202512","신규","-","","","연립다세대"
"11344","부산광역시 동래구 온천동","1209-16","1209","0016","태양빌라","전세","54.4500","202412","04","9,000","0","1","1998","아시아드대로255번길 76","202411~202611","신규","-","","","연립다세대"
"11345","부산광역시 연제구 거제동","38-1","0038","0001","엘리시움","전세","21.7900","202412","04","12,000","0","5","2024","거제대로230번길 30","202412~202612","신규","-","","","연립다세대"
"11346","부산광역시 사하구 괴정동","260-316","0260","0316","동산빌라(260-316)","전세","59.9700","202412","04","1,000","0","1","2002","낙동대로200번길 9","202412~202612","신규","-","","","연립다세대"
"11347","부산광역시 사하구 괴정동","975-13","0975","0013","라움","월세","19.2600","202412","04","200","31","2","2016","낙동대로224번길 3","202412~202506","신규","-","","","연립다세대"
"11348","부산광역시 서구 토성동2가","8-11","0008","0011","로얄안단테","전세","17.3500","202412","04","4,000","0","4","2014","까치고개로239번길 21","202412~202612","신규","-","","","연립다세대"
"11349","부산광역시 남구 대연동","43-64","0043","0064","foret","월세","12.0500","202412","04","500","30","5","2013","용소로19번길 68","202412~202512","신규","-","","","연립다세대"
"11350","부산광역시 연제구 연산동","1492-23","1492","0023","유림드림빌","월세","17.6800","202412","04","200","30","2","2012","거제천로118번길 62-2","202412~202512","신규","-","","","연립다세대"
"11351","부산광역시 연제구 연산동","1357-12","1357","0012","지평하늘채","월세","16.2600","202412","04","1,000","35","5","2013","중앙대로1039번길 20","202412~202612","신규","-","","","연립다세대"
"11352","부산광역시 동래구 온천동","1671-1","1671","0001","동남빌라","월세","59.3100","202412","04","1,000","20","4","1997","쇠미로129번길 102-9","202501~202801","신규","-","","","연립다세대"
"11353","부산광역시 해운대구 좌동","1367-1","1367","0001","동원듀크빌리지2","전세","84.6412","202412","04","28,000","0","3","2003","대천로67번길 41","202502~202702","신규","-","","","연립다세대"
"11354","부산광역시 동래구 온천동","1245-24","1245","0024","루체245","월세","27.6800","202412","04","500","65","2","2023","아시아드대로225번길 9","202412~202512","신규","-","","","연립다세대"
"11355","부산광역시 북구 덕천동","418-2","0418","0002","미소Dream","월세","18.2836","202412","04","2,000","30","3","2018","의성로115번길 8","202412~202512","신규","-","","","연립다세대"
"11356","부산광역시 북구 덕천동","418-2","0418","0002","미소Dream","월세","18.2836","202412","04","2,000","33","3","2018","의성로115번길 8","202412~202512","신규","-","","","연립다세대"
"11357","부산광역시 부산진구 초읍동","223-3","0223","0003","수빌라","월세","61.2118","202412","04","1,800","65","3","2018","성지로51번길 48-2","202412~202612","신규","-","","","연립다세대"
"11358","부산광역시 북구 구포동","1085-21","1085","0021","아름드리","월세","27.6500","202412","04","300","47","3","2011","백양대로1015번길 34-5","202412~202512","신규","-","","","연립다세대"
"11359","부산광역시 영도구 동삼동","222-27","0222","0027","예광휴먼빌","전세","74.1600","202412","04","10,000","0","5","2012","웃서발로 25","202501~202701","신규","-","","","연립다세대"
"11360","부산광역시 부산진구 양정동","138-7","0138","0007","정원스카이힐","월세","22.4400","202412","04","300","35","2","2013","연제로9번길 53","202412~202512","신규","-","","","연립다세대"
"11361","부산광역시 수영구 광안동","97-23","0097","0023","솔로","월세","18.7100","202412","03","300","36","3","2002","수영로660번길 7-3","202412~202512","신규","-","","","연립다세대"
"11362","부산광역시 동래구 명장동","67-69","0067","0069","라온빌","월세","15.5000","202412","03","500","30","4","2012","명안로53번길 69","202412~202512","신규","-","","","연립다세대"
"11363","부산광역시 수영구 광안동","88-23","0088","0023","피노키오","월세","18.1800","202412","03","500","35","5","2014","수영로674번길 17-5","202412~202512","신규","-","","","연립다세대"
"11364","부산광역시 수영구 광안동","97-11","0097","0011","케이스카이뷰","월세","29.8900","202412","03","10,000","8","4","2017","무학로21번길 65","202501~202701","신규","-","","","연립다세대"
"11365","부산광역시 북구 금곡동","629","0629","0000","금곡성우빌라","전세","96.2000","202412","03","8,500","0","4","1998","효열로219번가길 42","202412~202612","신규","-","","","연립다세대"
"11366","부산광역시 연제구 연산동","1261-9","1261","0009","포세이돈","월세","15.0000","202412","03","500","36","3","2015","중앙대로1048번길 50","202412~202512","신규","-","","","연립다세대"
"11367","부산광역시 연제구 연산동","711-13","0711","0013","연산큐브빌","월세","15.8500","202412","03","2,000","30","8","2019","중앙대로1076번길 53","202412~202512","신규","-","","","연립다세대"
"11368","부산광역시 수영구 광안동","178-25","0178","0025","세종엠스테이Ⅴ","월세","18.4400","202412","03","3,000","35","3","2016","수영로528번길 11","202412~202512","신규","-","","","연립다세대"
"11369","부산광역시 부산진구 개금동","177-189","0177","0189","아이리스7차","월세","84.8100","202412","03","5,000","60","7","2014","복지로21번길 39-1","202412~202612","신규","-","","","연립다세대"
"11370","부산광역시 해운대구 중동","873","0873","0000","비치빌라","전세","74.3200","202412","03","10,000","0","2","2003","좌동순환로468번가길 31-21","202501~202701","신규","-","","","연립다세대"
"11371","부산광역시 수영구 광안동","120-224","0120","0224","아라하우스","월세","18.9100","202412","03","700","36","2","2012","무학로10번길 21","202412~202512","신규","-","","","연립다세대"
"11372","부산광역시 수영구 광안동","718-4","0718","0004","리더스타파크","월세","17.9725","202412","03","1,000","40","2","2018","광서로30번길 11","202412~202512","신규","-","","","연립다세대"
"11373","부산광역시 동래구 안락동","807-2","0807","0002","원일빌라A동","월세","56.5900","202412","03","2,000","30","2","2000","충렬대로321번길 27","202412~202612","신규","-","","","연립다세대"
"11374","부산광역시 수영구 민락동","181-207","0181","0207","드림팰리스","월세","29.9200","202412","03","200","35","4","2010","광안해변로295번길 3","202412~202512","신규","-","","","연립다세대"
"11375","부산광역시 수영구 광안동","131-24","0131","0024","한다더포레스트","전세","21.1200","202412","03","10,000","0","4","2021","감포로 9-6","202412~202612","신규","-","","","연립다세대"
"11376","부산광역시 수영구 광안동","97-11","0097","0011","케이스카이뷰","월세","29.8900","202412","03","10,000","8","4","2017","무학로21번길 65","202501~202701","신규","-","","","연립다세대"
"11377","부산광역시 북구 덕천동","781-3","0781","0003","경동","전세","50.4000","202412","03","5,500","0","2","1986","덕천로 137","202412~202612","신규","-","","","연립다세대"
"11378","부산광역시 부산진구 양정동","273-36","0273","0036","월드하우스","월세","19.4700","202412","03","200","28","5","2009","거제천로18번길 30","202412~202512","신규","-","","","연립다세대"
"11379","부산광역시 사하구 하단동","870-64","0870","0064","피엔제이하우스","월세","18.3900","202412","03","1,000","36","9","2019","낙동남로1353번길 37","202412~202512","신규","-","","","연립다세대"
"11380","부산광역시 부산진구 개금동","540-222","0540","0222","태림빌","월세","18.2600","202412","03","1,000","28","5","2012","엄광로44번길 17-14","202412~202512","신규","-","","","연립다세대"
"11381","부산광역시 해운대구 반여동","1234-1","1234","0001","센텀스마트","전세","59.0800","202412","03","16,000","0","3","2019","반여로155번길 35-55","202412~202612","신규","-","","","연립다세대"
"11382","부산광역시 서구 동대신동2가","253-9","0253","0009","대신캐슬빌리지","전세","17.0700","202412","03","8,000","0","3","2021","구덕로322번길 68","202502~202702","신규","-","","","연립다세대"
"11383","부산광역시 부산진구 양정동","273-36","0273","0036","월드하우스","월세","16.0300","202412","03","200","33","4","2009","거제천로18번길 30","202411~202511","신규","-","","","연립다세대"
"11384","부산광역시 서구 동대신동2가","253-9","0253","0009","대신캐슬빌리지","전세","17.0700","202412","03","8,000","0","3","2021","구덕로322번길 68","202502~202702","신규","-","","","연립다세대"
"11385","부산광역시 남구 용호동","536-9","0536","0009","토영마을301동","월세","75.1000","202412","03","11,600","15","5","2004","용호로216번길 34","202412~202612","신규","-","","","연립다세대"
"11386","부산광역시 금정구 구서동","460-14","0460","0014","우신맨션B","월세","63.2700","202412","03","8,000","30","1","1983","수림로66번길 119","202501~202701","신규","-","","","연립다세대"
"11387","부산광역시 남구 문현동","202-44","0202","0044","애플하우스","월세","16.6950","202412","03","200","37","3","2013","고동골로18번길 7-6","202411~202511","신규","-","","","연립다세대"
"11388","부산광역시 동래구 사직동","112-4","0112","0004","유니스타","월세","15.1463","202412","03","6,000","10","9","2019","여고로40번길 10","202412~202512","신규","-","","","연립다세대"
"11389","부산광역시 서구 암남동","62-36","0062","0036","퍼스트빌","월세","25.4125","202412","03","3,000","38","1","2017","감천로255번길 20-6","202412~202601","신규","-","","","연립다세대"
"11390","부산광역시 기장군 장안읍 길천리","188-46","0188","0046","진주델링타운A동","월세","82.9300","202412","03","9,000","10","3","2008","길천길 65","202501~202701","신규","-","","","연립다세대"
"11391","부산광역시 사상구 주례동","210-42","0210","0042","동이하우스","월세","22.1594","202412","03","500","55","8","2020","주감로 207-7","202412~202512","신규","-","","","연립다세대"
"11392","부산광역시 기장군 기장읍 대라리","148-20","0148","0020","솔바람하우스","월세","23.7900","202412","03","500","43","5","2013","차성로242번길 24","202412~202511","신규","-","","","연립다세대"
"11393","부산광역시 중구 보수동2가","75-4","0075","0004","(75-4)","월세","23.4600","202412","02","500","37","2","2011","흑교로71번길 3","202412~202512","신규","-","","","연립다세대"
"11394","부산광역시 중구 영주동","20-2","0020","0002","중앙하이빌","월세","19.3800","202412","02","2,000","20","6","2013","중동길 60","202412~202512","신규","-","","","연립다세대"
"11395","부산광역시 중구 영주동","74-17","0074","0017","글로리빌","월세","14.2700","202412","02","1,500","20","2","2013","동영로 99-1","202412~202612","신규","-","","","연립다세대"
"11396","부산광역시 부산진구 양정동","312-7","0312","0007","유림위너스","전세","17.8600","202412","02","5,000","0","8","2017","거제천로 2","202502~202702","신규","-","","","연립다세대"
"11397","부산광역시 남구 대연동","1721-18","1721","0018","미경빌","월세","19.4100","202412","02","1,000","30","2","2018","수영로250번길 78","202412~202512","신규","-","","","연립다세대"
"11398","부산광역시 금정구 장전동","23-11","0023","0011","센텀누리","월세","14.0000","202412","02","1,000","18","2","2018","금강로321번길 123-15","202412~202512","신규","-","","","연립다세대"
"11399","부산광역시 해운대구 재송동","1131-7","1131","0007","루미랑스","전세","39.1500","202412","02","12,000","0","5","2019","재반로132번길 6","202501~202701","신규","-","","","연립다세대"
"11400","부산광역시 연제구 연산동","328-15","0328","0015","다운빌원룸","전세","21.3900","202412","02","2,500","0","4","2002","쌍미천로156번길 44","202412~202612","신규","-","","","연립다세대"
"11401","부산광역시 연제구 연산동","408-25","0408","0025","오름팰리스102동","전세","36.4500","202412","02","14,000","0","5","2017","과정로251번길 37","202412~202612","신규","-","","","연립다세대"
"11402","부산광역시 동래구 칠산동","293","0293","0000","신헌원룸","월세","24.7800","202412","02","300","31","2","2011","동래로190번길 42","202412~202512","신규","-","","","연립다세대"
"11403","부산광역시 부산진구 양정동","312-7","0312","0007","유림위너스","전세","17.8600","202412","02","5,000","0","8","2017","거제천로 2","202502~202702","신규","-","","","연립다세대"
"11404","부산광역시 수영구 광안동","120-114","0120","0114","골든시티빌","월세","25.8200","202412","02","6,700","7","5","2012","무학로10번길 7","202501~202701","신규","-","","","연립다세대"
"11405","부산광역시 동래구 사직동","64-22","0064","0022","스테이인사직","월세","31.9600","202412","02","2,800","65","2","2024","아시아드대로164번가길 6","202412~202612","신규","-","","","연립다세대"
"11406","부산광역시 부산진구 개금동","527-88","0527","0088","그린하우스","월세","17.9300","202412","02","500","41","5","2012","가야대로424번길 75-4","202412~202512","신규","-","","","연립다세대"
"11407","부산광역시 동래구 안락동","431-3","0431","0003","어반스테이","월세","23.7200","202412","02","9,500","5","5","2022","명안로17번길 83","202501~202701","신규","-","","","연립다세대"
"11408","부산광역시 수영구 광안동","120-22","0120","0022","화이트하우스7차","월세","20.9600","202412","02","500","37","5","2017","무학로 26-6","202412~202511","신규","-","","","연립다세대"
"11409","부산광역시 금정구 구서동","184-26","0184","0026","해인빌","월세","19.0800","202412","02","200","26","5","2011","구서중앙로 4-5","202412~202512","신규","-","","","연립다세대"
"11410","부산광역시 남구 대연동","1734-22","1734","0022","성림레미안","월세","17.0000","202412","02","300","29","2","2010","유엔로157번나길 12","202412~202512","신규","-","","","연립다세대"
"11411","부산광역시 서구 암남동","19-11","0019","0011","빌라수B","월세","23.9250","202412","02","3,000","42","5","2015","성산길 47-12","202501~202701","신규","-","","","연립다세대"
"11412","부산광역시 동래구 온천동","1832","1832","0000","명륜역대원칸타빌","전세","21.0637","202412","02","6,900","0","3","2014","온천장로 21","202501~202701","신규","-","","","연립다세대"
"11413","부산광역시 부산진구 부전동","511-7","0511","0007","스카이타워","월세","16.7100","202412","02","500","44","3","2014","가야대로756번길 32","202412~202512","신규","-","","","연립다세대"
"11414","부산광역시 금정구 장전동","129-18","0129","0018","늘푸른빌","월세","16.0400","202412","02","3,000","7","4","2011","금강로347번길 48","202412~202512","신규","-","","","연립다세대"
"11415","부산광역시 남구 대연동","245-49","0245","0049","예원하이츠101동","월세","62.7099","202412","02","1,000","70","2","2016","황령대로319번나길 41-13","202408~202508","신규","-","","","연립다세대"
"11416","부산광역시 해운대구 재송동","1131-7","1131","0007","루미랑스","월세","39.1500","202412","02","5,000","40","5","2019","재반로132번길 6","202501~202701","신규","-","","","연립다세대"
"11417","부산광역시 북구 구포동","1233-11","1233","0011","우진빌라(1233-11)","월세","50.7000","202412","02","2,000","25","-1","1995","시랑로125번길 34","202412~202612","신규","-","","","연립다세대"
"11418","부산광역시 수영구 광안동","695-3","0695","0003","스마트빌","월세","19.4000","202412","02","500","34","3","2011","광서로30번길 28","202412~202512","신규","-","","","연립다세대"
"11419","부산광역시 사하구 감천동","618-3","0618","0003","한영빌","월세","16.1200","202412","02","500","25","4","2012","감천로43번길 25-1","202412~202506","신규","-","","","연립다세대"
"11420","부산광역시 부산진구 전포동","355-14","0355","0014","베니스","월세","15.1050","202412","02","500","45","2","2019","전포대로186번길 24","202412~202512","신규","-","","","연립다세대"
"11421","부산광역시 해운대구 재송동","1076-8","1076","0008","센텀아무르","월세","15.8500","202412","01","500","40","5","2020","재송1로32번길 30","202412~202511","신규","-","","","연립다세대"
"11422","부산광역시 동래구 온천동","1429-31","1429","0031","빅토리아","월세","14.6006","202412","01","1,000","35","4","2016","중앙대로1333번길 72","202412~202511","신규","-","","","연립다세대"
"11423","부산광역시 북구 구포동","1060-402","1060","0402","지오스카이뷰","월세","46.0400","202412","01","1,000","40","7","2015","구포만세길 41","202412~202612","신규","-","","","연립다세대"
"11424","부산광역시 부산진구 개금동","177-212","0177","0212","디아너스","월세","19.0500","202412","01","1,000","31","6","2013","복지로21번길 21","202412~202512","신규","-","","","연립다세대"
"11425","부산광역시 서구 암남동","62-23","0062","0023","별빛채","월세","17.7800","202412","01","1,000","39","3","2013","감천로255번길 12","202412~202511","신규","-","","","연립다세대"
"11426","부산광역시 동래구 칠산동","57-6","0057","0006","우영빌리젠트34호","전세","73.3300","202412","01","7,000","0","4","2003","동래로159번길 120","202412~202612","신규","-","","","연립다세대"
"11427","부산광역시 동래구 명륜동","44-2","0044","0002","그랜드빌","월세","14.3200","202412","01","120","30","4","2013","온천천로 27","202412~202511","신규","-","","","연립다세대"
"11428","부산광역시 부산진구 양정동","116-25","0116","0025","제니스빌","월세","20.9500","202412","01","300","29","2","2012","연수로54번길 5-6","202412~202512","신규","-","","","연립다세대"
"11429","부산광역시 부산진구 양정동","312-7","0312","0007","유림위너스","월세","19.3900","202412","01","5,000","10","8","2017","거제천로 2","202412~202611","신규","-","","","연립다세대"
"11430","부산광역시 부산진구 양정동","312-7","0312","0007","유림위너스","월세","19.3900","202412","01","5,000","10","8","2017","거제천로 2","202412~202611","신규","-","","","연립다세대"
"11431","부산광역시 사하구 구평동","34-3","0034","0003","아진캐슬","월세","42.2200","202412","01","2,000","33","6","2016","사하로70번길 35","202412~202511","신규","-","","","연립다세대"
"11432","부산광역시 수영구 광안동","150-22","0150","0022","제이하우스3","월세","65.2300","202412","01","2,000","90","3","2016","광안로21번가길 20","202412~202612","신규","-","","","연립다세대"
"11433","부산광역시 연제구 연산동","1261-10","1261","0010","샬롬빌","월세","16.1400","202412","01","200","35","5","2010","중앙천로80번길 29","202411~202511","신규","-","","","연립다세대"
"11434","부산광역시 북구 화명동","899-4","0899","0004","쉐르빌","월세","28.6200","202412","01","1,000","53","2","2016","금곡대로200번길 46","202412~202511","신규","-","","","연립다세대"
"11435","부산광역시 부산진구 전포동","355-10","0355","0010","영원렉스빌","월세","16.5100","202412","01","500","38","5","2013","서전로58번길 107","202412~202511","신규","-","","","연립다세대"
"11436","부산광역시 사하구 하단동","1185-3","1185","0003","그레이트빌","전세","23.8000","202412","01","6,000","0","2","2016","하신번영로201번길 16","202412~202612","신규","-","","","연립다세대"
"11437","부산광역시 수영구 수영동","185","0185","0000","부흥빌라","월세","27.7500","202412","01","2,000","10","4","1998","수영성로32번길 10","202412~202612","신규","-","","","연립다세대"
"11438","부산광역시 금정구 구서동","1007-28","1007","0028","오성드림빌","월세","17.5500","202412","01","300","30","3","2015","두실로 55-14","202501~202601","신규","-","","","연립다세대"
