"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"2766","부산광역시 부산진구 범천동","857-2","0857","0002","서면동일스위트원룸오피스텔","24.1600","202411","06","5,000","6","개인","개인","2004","중앙대로 626","20241111","중개거래","부산 부산진구"
"2767","부산광역시 수영구 광안동","662-1","0662","0001","힐탑더블시티","29.9880","202411","05","10,400","18","개인","개인","2015"," ","-","중개거래","부산 수영구"
"2768","부산광역시 동구 범일동","830-62","0830","0062","범일역 삼정그린코아 더 시티","29.5830","202411","05","13,500","24","법인","개인","2021","범일로90번길 17","-","중개거래","부산 동구"
"2769","부산광역시 부산진구 부전동","453-3","0453","0003","덕명아일랜드","60.9000","202411","05","15,000","15","법인","개인","2015"," ","-","직거래","-"
"2770","부산광역시 부산진구 전포동","207-3","0207","0003","부금주택","57.8500","202411","05","16,636","7","법인","개인","2012","서전로58번길 12","-","중개거래","부산 연제구"
"2771","부산광역시 부산진구 전포동","207-3","0207","0003","부금주택","61.6700","202411","05","17,732","7","법인","개인","2012","서전로58번길 12","-","중개거래","부산 연제구"
"2772","부산광역시 동구 범일동","830-62","0830","0062","범일역 삼정그린코아 더 시티","29.5830","202411","05","12,564","24","법인","개인","2021","범일로90번길 17","20241129","중개거래","부산 동구"
"2773","부산광역시 남구 대연동","86-4","0086","0004","경성대 삼정 그린코아 오피스텔","23.4607","202411","05","8,200","20","개인","개인","2011","수영로 319-8","-","중개거래","부산 남구"
"2774","부산광역시 해운대구 우동","541-5","0541","0005","해운대비치오피스텔","59.4000","202411","05","16,300","3","개인","개인","1992","구남로18번길 24","-","직거래","-"
"2775","부산광역시 부산진구 전포동","646-1","0646","0001","서면해피투모로우오피스텔","20.5150","202411","05","5,150","13","개인","개인","2013","동천로132번길 34","-","중개거래","부산 부산진구"
"2776","부산광역시 부산진구 전포동","646-1","0646","0001","서면해피투모로우오피스텔","21.9000","202411","05","5,100","11","개인","개인","2013","동천로132번길 34","-","중개거래","부산 부산진구"
"2777","부산광역시 부산진구 전포동","646-1","0646","0001","서면해피투모로우오피스텔","20.4500","202411","05","4,400","7","개인","개인","2013","동천로132번길 34","-","중개거래","부산 부산진구"
"2778","부산광역시 부산진구 전포동","207-3","0207","0003","부금주택","61.6700","202411","05","17,732","6","법인","개인","2012","서전로58번길 12","-","중개거래","부산 연제구"
"2779","부산광역시 부산진구 전포동","207-3","0207","0003","부금주택","57.8500","202411","05","16,636","6","법인","개인","2012","서전로58번길 12","-","중개거래","부산 연제구"
"2780","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202411","05","6,300","7","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"2781","부산광역시 해운대구 좌동","1459-4","1459","0004","신화 하니엘 타워","23.5750","202411","04","7,300","16","개인","개인","2013","해운대로781번길 16","-","직거래","-"
"2782","부산광역시 사상구 주례동","54-113","0054","0113","더 숲","84.6500","202411","04","15,800","8","개인","개인","2014","냉정로 133-14","-","중개거래","부산 사상구"
"2783","부산광역시 수영구 광안동","141-2","0141","0002","아침해오름","46.2950","202411","04","7,000","2","개인","개인","2004","수영로606번길 12","-","중개거래","부산 수영구"
"2784","부산광역시 연제구 연산동","822-6","0822","0006","시청스마트더블유아파트","38.1274","202411","04","13,000","11","개인","개인","2018","연수로 103","-","중개거래","부산 연제구"
"2785","부산광역시 사하구 괴정동","477-12","0477","0012","럭스하이츠","84.0500","202411","04","20,000","4","개인","개인","2015","사하로156번길 9-15","-","중개거래","부산 사하구"
"2786","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","26.3000","202411","04","8,600","8","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"2787","부산광역시 사상구 주례동","54-113","0054","0113","더 숲","84.6500","202411","04","15,800","8","개인","개인","2014","냉정로 133-14","20241120","중개거래","부산 사상구"
"2788","부산광역시 수영구 광안동","141-2","0141","0002","아침해오름","46.2950","202411","04","7,000","2","개인","개인","2004","수영로606번길 12","20241115","중개거래","부산 수영구"
"2789","부산광역시 해운대구 중동","496","0496","0000","유레카빌딩","214.6400","202411","03","38,000","6","기타","개인","1999","청사포로67번길 54","-","중개거래","부산 수영구, 부산 해운대구"
"2790","부산광역시 강서구 명지동","3432-3","3432","0003","부산명지 대방디엠시티 센텀오션2차","27.1972","202411","02","9,500","4","개인","개인","2021","명지국제6로 107","-","중개거래","부산 강서구"
"2791","부산광역시 동래구 온천동","153-8","0153","0008","SK HUBSKY","83.1900","202411","02","24,000","23","개인","개인","2006","중앙대로 1523","-","중개거래","부산 동래구"
"2792","부산광역시 해운대구 우동","1435-1","1435","0001","우신골든스위트","189.1711","202411","02","120,000","12","법인","개인","2005","마린시티1로 147","-","중개거래","부산 해운대구"
"2793","부산광역시 해운대구 중동","1394-286","1394","0286","크리스탈비치오피스텔","32.5600","202411","01","12,000","16","개인","개인","1991","해운대해변로 291","-","중개거래","부산 해운대구"
"2794","부산광역시 사하구 하단동","1185-1","1185","0001","석포베스트","34.3500","202411","01","9,500","7","개인","개인","2003","하신번영로207번길 13","-","중개거래","부산 사하구"
"2795","부산광역시 사하구 하단동","1185-1","1185","0001","석포베스트","46.6500","202411","01","8,500","3","개인","개인","2003","하신번영로207번길 13","-","중개거래","부산 사하구"
"2796","부산광역시 연제구 연산동","588-6","0588","0006","경보이리스힐 오피스텔","26.1000","202411","01","4,700","8","개인","개인","2013","중앙대로1134번길 34","-","중개거래","부산 연제구"
"2797","부산광역시 동구 초량동","1145-1","1145","0001","초량마리나베이시티","51.0400","202411","01","11,000","15","개인","개인","2018","고관로 54","-","직거래","-"
"2798","부산광역시 부산진구 범천동","857-2","0857","0002","서면동일스위트원룸오피스텔","27.4600","202410","31","5,200","9","개인","개인","2004","중앙대로 626","-","중개거래","부산 부산진구"
"2799","부산광역시 동구 초량동","593","0593","0000","부산역 삼정그린코아 더시티","26.8026","202410","31","11,000","10","개인","개인","2021"," ","-","직거래","-"
"2800","부산광역시 동구 초량동","449-1","0449","0001","네오빌","24.2900","202410","31","3,700","5","개인","개인","2003","중앙대로195번가길 24","-","직거래","-"
"2801","부산광역시 해운대구 우동","1410-1","1410","0001","마린시티두산위브포세이돈","130.7700","202410","31","78,000","11","개인","개인","2007","마린시티1로 91","-","중개거래","부산 해운대구"
"2802","부산광역시 동구 초량동","449-1","0449","0001","네오빌","24.6400","202410","31","3,700","4","개인","개인","2003","중앙대로195번가길 24","-","직거래","-"
"2803","부산광역시 부산진구 전포동","171-2","0171","0002","서면앙쥬빌주상복합","21.2800","202410","31","4,600","6","개인","개인","2012","전포대로 282","-","직거래","-"
"2804","부산광역시 기장군 기장읍 대라리","500-6","0500","0006","닷.컴 빌리지","33.0300","202410","31","4,200","5","개인","개인","2003","차성로277번길 14","-","직거래","-"
"2805","부산광역시 동구 범일동","830-140","0830","0140","동일타워","26.5300","202410","31","6,400","24","개인","개인","2014","조방로 14","-","중개거래","부산 동구"
"2806","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202410","31","6,750","22","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"2807","부산광역시 남구 대연동","384-26","0384","0026","벽산e-솔렌스힐","22.5820","202410","31","8,650","9","개인","개인","2015"," ","-","중개거래","부산 남구"
"2808","부산광역시 기장군 기장읍 대라리","500-6","0500","0006","닷.컴 빌리지","29.5000","202410","31","4,000","3","개인","개인","2003","차성로277번길 14","-","직거래","-"
"2809","부산광역시 해운대구 우동","1523","1523","0000","WBC the PALACE","213.5500","202410","30","200,000","21","개인","개인","2011","센텀1로 28","-","중개거래","부산 해운대구"
"2810","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.9146","202410","30","8,696","13","개인","법인","2023"," ","-","중개거래","부산 남구"
"2811","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","30","33,000","28","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2812","부산광역시 부산진구 범전동","383-15","0383","0015","하이뷰 더파크","25.6400","202410","30","10,400","15","개인","개인","2020","중앙대로 829","-","중개거래","부산 부산진구"
"2813","부산광역시 해운대구 우동","524-5","0524","0005","에이치스위트 해운대","81.4600","202410","30","63,000","34","개인","개인","2018","해운대로 601","-","중개거래","부산 해운대구"
"2814","부산광역시 부산진구 범천동","842-2","0842","0002","두산위브센티움","26.6800","202410","30","6,000","2","개인","개인","2005","자유평화로37번길 67","-","중개거래","부산 남구"
"2815","부산광역시 수영구 광안동","141-1","0141","0001","유건코아텔","28.9800","202410","29","5,400","8","개인","개인","2002","수영로606번길 8","-","중개거래","부산 수영구"
"2816","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","69.2814","202410","29","25,000","28","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2817","부산광역시 기장군 일광읍 삼성리","884-1","0884","0001","일광역 유림노르웨이 아침","39.2786","202410","29","25,552","13","개인","법인","2024","해송2로 10","-","직거래","-"
"2818","부산광역시 해운대구 우동","1508","1508","0000","센텀뷰라움","28.2500","202410","29","16,500","16","개인","개인","2015","센텀2로 33","-","중개거래","부산 해운대구"
"2819","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.7916","202410","28","8,960","15","개인","법인","2023"," ","-","중개거래","부산 남구"
"2820","부산광역시 중구 중앙동4가","85-5","0085","0005","엘스퀘어","26.8800","202410","28","16,500","4","개인","개인","2020","충장대로9번길 20-1","-","직거래","-"
"2821","부산광역시 해운대구 좌동","1459-2","1459","0002","파밀리에 펄시티","26.3700","202410","28","4,100","3","개인","법인","2014","해운대로 789","-","직거래","-"
"2822","부산광역시 해운대구 좌동","1459-2","1459","0002","파밀리에 펄시티","26.3700","202410","28","4,100","23","개인","법인","2014","해운대로 789","-","직거래","-"
"2823","부산광역시 부산진구 전포동","660-1","0660","0001","한신밴","48.1800","202410","28","8,000","14","개인","개인","1992","동천로 116","-","직거래","-"
"2824","부산광역시 부산진구 전포동","660-1","0660","0001","한신밴","54.1200","202410","28","8,000","14","개인","개인","1992","동천로 116","-","직거래","-"
"2825","부산광역시 서구 서대신동1가","53-11","0053","0011","대신타워펠리스","84.4200","202410","28","19,000","2","개인","개인","2015","구덕로279번길 22-5","-","직거래","-"
"2826","부산광역시 영도구 봉래동1가","128-1","0128","0001","유원 블루파크","76.5100","202410","28","19,500","16","개인","개인","2018","대교로40번길 8","-","중개거래","부산 영도구"
"2827","부산광역시 부산진구 전포동","660-1","0660","0001","한신밴","53.3100","202410","28","8,000","14","개인","개인","1992","동천로 116","-","직거래","-"
"2828","부산광역시 동래구 명륜동","673-12","0673","0012","대월오피스텔","27.6000","202410","28","4,200","2","개인","개인","1999","명륜로 175","-","직거래","-"
"2829","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","25.2800","202410","28","8,600","13","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"2830","부산광역시 사상구 괘법동","379-21","0379","0021","정원빌","23.3700","202410","28","10,000","6","개인","법인","2022","사상로250번길 72","-","직거래","-"
"2831","부산광역시 해운대구 우동","777","0777","0000","해운대 한신 휴플러스","29.0225","202410","28","7,700","37","개인","개인","2014","해운대로 550","-","중개거래","부산 해운대구"
"2832","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","28","32,000","28","개인","법인","2020","선수촌로 146-4","-","중개거래","부산 해운대구"
"2833","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","28","32,000","28","개인","법인","2020","선수촌로 146-4","20241104","직거래","-"
"2834","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.9146","202410","28","8,696","11","개인","법인","2023"," ","-","중개거래","부산 남구"
"2835","부산광역시 강서구 명지동","3594","3594","0000","더샵 명지퍼스트월드 2단지","29.4400","202410","26","12,000","20","개인","개인","2020","명지국제7로 37","-","중개거래","부산 강서구"
"2836","부산광역시 연제구 연산동","587-8","0587","0008","연산동 SK VIEW(2단지)","56.6100","202410","26","13,950","18","개인","개인","2005","중앙대로 1130","-","중개거래","부산 연제구"
"2837","부산광역시 동래구 온천동","1412-1","1412","0001","온천동반도보라스카이뷰","30.6750","202410","26","7,000","15","개인","개인","2006","아시아드대로 234","-","중개거래","부산 동래구"
"2838","부산광역시 수영구 광안동","688-23","0688","0023","광일센텀스카이뷰","41.0000","202410","26","12,800","10","개인","개인","2016"," ","-","중개거래","부산 수영구"
"2839","부산광역시 동래구 낙민동","265","0265","0000","부일스톤캐슬","62.2900","202410","26","18,000","12","개인","개인","2017","충렬대로255번길 12","-","중개거래","부산 동래구"
"2840","부산광역시 북구 만덕동","142","0142","0000","신만덕휴","55.5630","202410","26","10,300","2","개인","개인","2015"," ","-","중개거래","부산 북구"
"2841","부산광역시 해운대구 우동","181-3","0181","0003","일진 비치텔","33.6100","202410","26","63,000","7","개인","개인","2004","우동2로30번가길 26","-","중개거래","부산 해운대구"
"2842","부산광역시 동구 초량동","121-7","0121","0007","서전오피스텔","24.4800","202410","25","2,700","6","개인","개인","1995","초량상로 115-2","-","중개거래","부산 동구"
"2843","부산광역시 사하구 다대동","1573","1573","0000","에스앤씨","30.4000","202410","25","3,600","4","개인","개인","2001","다송로72번길 82","-","중개거래","부산 사하구"
"2844","부산광역시 연제구 거제동","900-8","0900","0008","청목파르테논","32.4000","202410","25","9,000","5","개인","개인","2003","월드컵대로 282","-","중개거래","부산 동래구"
"2845","부산광역시 연제구 연산동","587-1","0587","0001","연산동웰메이드오피스텔","21.7379","202410","25","7,150","22","개인","법인","2017","중앙대로1134번길 28","-","중개거래","부산 연제구"
"2846","부산광역시 부산진구 전포동","892-22","0892","0022","서면더블루S","36.3600","202410","25","12,000","8","개인","개인","2012","신천대로 7","-","직거래","-"
"2847","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.6500","202410","24","9,400","4","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2848","부산광역시 부산진구 범천동","858-23","0858","0023","한라시그마타워","26.8180","202410","24","6,500","21","개인","개인","2004","황령대로 13","-","중개거래","부산 부산진구"
"2849","부산광역시 해운대구 중동","1369-1","1369","0001","중동신화하니엘","41.8200","202410","24","14,492","2","개인","개인","2013","중동2로24번길 21","-","직거래","-"
"2850","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","69.2814","202410","24","25,000","8","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2851","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","24","32,000","26","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2852","부산광역시 금정구 부곡동","64-5","0064","0005","플러스 하이빌","121.2250","202410","24","17,900","9","개인","개인","2004","부곡온천천로 196","-","직거래","-"
"2853","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.6500","202410","24","9,400","6","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2854","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","21.2000","202410","24","9,400","6","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2855","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.9600","202410","24","9,400","6","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2856","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.6500","202410","24","9,400","5","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2857","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","21.2000","202410","24","9,400","5","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2858","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.9600","202410","24","9,400","5","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2859","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","21.2000","202410","24","9,400","4","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2860","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.9600","202410","24","9,400","4","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2861","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.6500","202410","24","9,400","3","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2862","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","21.2000","202410","24","9,400","3","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2863","부산광역시 해운대구 우동","1436-1","1436","0001","더#해운대아델리스","186.9200","202410","24","189,000","13","법인","개인","2006","마린시티3로 51","-","중개거래","부산 해운대구"
"2864","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.9600","202410","24","9,400","3","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2865","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","20.6500","202410","24","9,400","2","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2866","부산광역시 사하구 하단동","492-47","0492","0047","린다포레스트2","21.2000","202410","24","9,400","2","개인","개인","2019","낙동대로536번길 9-4","-","중개거래","부산 사하구"
"2867","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.1161","202410","23","4,971","4","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2868","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","18.4263","202410","23","4,585","4","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2869","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.0329","202410","23","4,971","4","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2870","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.0329","202410","23","4,971","4","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2871","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","19.7259","202410","23","4,885","5","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2872","부산광역시 강서구 명지동","3432-3","3432","0003","부산명지 대방디엠시티 센텀오션2차","27.3217","202410","23","9,500","3","개인","개인","2021","명지국제6로 107","-","중개거래","부산 강서구"
"2873","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","18.1890","202410","23","4,499","5","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2874","부산광역시 강서구 명지동","3432-3","3432","0003","부산명지 대방디엠시티 센텀오션2차","27.3217","202410","23","9,500","3","개인","개인","2021","명지국제6로 107","20250106","중개거래","부산 강서구"
"2875","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.1161","202410","23","4,971","5","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2876","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","35.5800","202410","23","9,500","16","법인","개인","1993","수영로 312","-","직거래","-"
"2877","부산광역시 금정구 장전동","646-8","0646","0008","장전 삼정그린코아 더베스트","84.9908","202410","23","31,500","28","개인","개인","2018","식물원로9번길 15","20241217","중개거래","부산 금정구"
"2878","부산광역시 강서구 명지동","3229-26","3229","0026","명지 삼정그린코아 웨스트","23.6182","202410","23","4,700","10","개인","개인","2015","명지오션시티9로 50","-","중개거래","부산 강서구"
"2879","부산광역시 동구 좌천동","567-2","0567","0002","다전리치텔","33.3640","202410","23","3,500","11","개인","개인","2003","고관로185번길 1","-","중개거래","부산 동구"
"2880","부산광역시 부산진구 전포동","190-100","0190","0100","세영그린빌","37.7350","202410","23","5,000","6","개인","개인","2016","진남로356번길 106-15","-","직거래","-"
"2881","부산광역시 서구 암남동","236-3","0236","0003","송도비치텔","52.3200","202410","23","8,000","13","개인","개인","1996","충무대로34번길 47","-","직거래","-"
"2882","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.0329","202410","23","5,227","11","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2883","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.0329","202410","23","4,971","5","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2884","부산광역시 강서구 명지동","3599-3","3599","0003","명지국제신도시 삼정그린코아 더베스트","29.2538","202410","23","8,400","28","개인","개인","2019"," ","-","중개거래","부산 강서구"
"2885","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","19.7259","202410","23","4,671","2","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2886","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","18.1890","202410","23","4,328","2","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2887","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","18.4263","202410","23","4,371","2","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2888","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","19.7259","202410","23","4,885","3","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2889","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","20.1161","202410","23","4,971","3","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2890","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","19.4494","202410","23","4,842","3","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2891","부산광역시 사상구 괘법동","549-22","0549","0022","사상역 경보센트리안2차","19.7259","202410","23","4,885","4","법인","법인","2020","사상로170번길 31","-","직거래","-"
"2892","부산광역시 부산진구 전포동","686-1","0686","0001","더블루2","27.0260","202410","22","7,500","5","개인","개인","2013","서전로38번길 65","-","중개거래","부산 부산진구"
"2893","부산광역시 동구 초량동","449-1","0449","0001","네오빌","25.4400","202410","22","7,170","9","개인","개인","2003","중앙대로195번가길 24","20241106","중개거래","부산 동구"
"2894","부산광역시 부산진구 전포동","686-1","0686","0001","더블루2","27.0260","202410","22","7,500","5","개인","개인","2013","서전로38번길 65","-","중개거래","부산 부산진구"
"2895","부산광역시 부산진구 부전동","525-3","0525","0003","서면베르빌","29.6000","202410","22","6,000","12","개인","개인","2004","부전로 43","-","직거래","-"
"2896","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","25.2800","202410","22","8,500","9","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"2897","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202410","22","9,100","20","개인","개인","1993","수영로 312","20241112","중개거래","부산 남구"
"2898","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202410","22","9,100","20","개인","개인","1993","수영로 312","20241112","중개거래","부산 남구"
"2899","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202410","22","9,100","20","개인","개인","1993","수영로 312","20241212","중개거래","부산 남구"
"2900","부산광역시 연제구 연산동","587-1","0587","0001","연산동웰메이드오피스텔","21.7379","202410","22","6,300","12","개인","개인","2017","중앙대로1134번길 28","-","중개거래","부산 연제구"
"2901","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202410","22","9,100","20","개인","개인","1993","수영로 312","20241212","중개거래","부산 남구"
"2902","부산광역시 해운대구 중동","1275-3","1275","0003","솔레비치오피스텔","39.1500","202410","22","6,900","5","개인","개인","2006","해운대해변로 371","-","중개거래","부산 해운대구"
"2903","부산광역시 해운대구 우동","1410-1","1410","0001","마린시티두산위브포세이돈","132.6800","202410","21","87,000","33","개인","개인","2007","마린시티1로 91","-","중개거래","부산 해운대구"
"2904","부산광역시 연제구 연산동","588-6","0588","0006","경보이리스힐 오피스텔","26.1000","202410","21","5,000","20","개인","개인","2013","중앙대로1134번길 34","-","중개거래","부산 연제구"
"2905","부산광역시 해운대구 좌동","1460-2","1460","0002","해운대 쌍용 플래티넘트윈","50.0600","202410","21","14,200","12","개인","개인","2005","양운로 88","-","중개거래","부산 해운대구"
"2906","부산광역시 해운대구 중동","1521-14","1521","0014","달맞이오피스텔","38.0000","202410","21","4,200","2","개인","개인","2002","좌동순환로433번길 19","-","직거래","-"
"2907","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","35.5800","202410","21","9,800","13","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"2908","부산광역시 금정구 장전동","652-45","0652","0045","온천장역 삼정 그린코아","26.2065","202410","21","7,500","6","개인","개인","2014"," ","-","중개거래","부산 금정구"
"2909","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","21","32,000","26","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2910","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","21","32,000","4","개인","법인","2020","선수촌로 146-4","20250121","직거래","-"
"2911","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","69.2814","202410","21","25,000","26","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2912","부산광역시 해운대구 우동","1549","1549","0000","해운대 비스타 동원","28.9717","202410","21","13,300","2","개인","개인","2019","해운대로 663","-","중개거래","부산 해운대구"
"2913","부산광역시 서구 서대신동1가","40","0040","0000","용문아파트","50.5100","202410","21","12,000","5","개인","개인","2003","구덕로 275-3","-","중개거래","부산 서구"
"2914","부산광역시 금정구 부곡동","297-1","0297","0001","부산대역삼정그린코아스카이동","24.2570","202410","20","7,600","6","개인","개인","2013","중앙대로 1616","-","중개거래","부산 금정구"
"2915","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","20","32,000","28","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2916","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202410","19","4,200","9","개인","개인","2012","정관6로 3","-","중개거래","부산 기장군"
"2917","부산광역시 해운대구 좌동","1473-1","1473","0001","해운대대림아크로텔","44.2350","202410","19","11,750","23","개인","개인","2004","해운대로 790","-","중개거래","부산 해운대구"
"2918","부산광역시 수영구 광안동","516-27","0516","0027","(516-27)","57.6600","202410","19","14,000","6","개인","개인","2015","광일로56번길 21","-","중개거래","부산 수영구"
"2919","부산광역시 부산진구 양정동","140-4","0140","0004","지음7","77.1700","202410","19","19,300","6","개인","개인","2016","중앙대로980번길 38","-","중개거래","부산 부산진구"
"2920","부산광역시 남구 문현동","474-6","0474","0006","스카이 빌리지","69.4000","202410","19","17,600","11","개인","개인","2015"," ","-","중개거래","부산 남구"
"2921","부산광역시 부산진구 양정동","271-9","0271","0009","양정퀸즈더블유에디션","28.2059","202410","18","10,000","2","개인","개인","2019","연수로 37","-","직거래","-"
