"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2403","부산광역시 부산진구 가야동","68-8","0068","0008","초원아트빌(102동)","74.6300","38.6500","202411","29","17,000","5","개인","개인","2003","가야대로507번길 226","-","중개거래","부산 부산진구","24.12.13"
"2404","부산광역시 수영구 광안동","133-54","0133","0054","건왕J-파크3","18.0450","11.5130","202411","29","21,000","3","개인","개인","2017","수영로588번가길 28","-","직거래","-","24.12.06"
"2405","부산광역시 강서구 대항동","113","0113","0000","(113-0)","27.3600","49.1000","202411","29","15,000","3","개인","법인","2022","가덕해안로1169번길 20","-","직거래","-","24.12.13"
"2406","부산광역시 동래구 사직동","19-20","0019","0020","사직2차그린빌라A동","76.9300","49.8600","202411","29","10,000","1","개인","개인","1998","석사로33번길 46","-","직거래","-","24.12.02"
"2407","부산광역시 중구 대청동4가","73-59","0073","0059","미화주택","57.4200","28.5357","202411","28","8,000","2","개인","개인","1996","대청북길17번길 16","-","직거래","-","24.11.28"
"2408","부산광역시 금정구 청룡동","44-26","0044","0026","동우빌","63.0300","31.0700","202411","28","11,500","1","개인","개인","2003","청룡예전로 35","-","중개거래","부산 금정구","25.01.17"
"2409","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","27.0800","13.7300","202411","28","3,900","4","개인","개인","2003","사상로137번길 10","-","직거래","-","24.12.02"
"2410","부산광역시 북구 덕천동","429-14","0429","0014","다원빌","17.0200","12.2257","202411","28","6,000","3","개인","개인","2013","의성로121번길 12","-","중개거래","부산 연제구","25.01.02"
"2411","부산광역시 남구 용호동","389-19","0389","0019","아이린하우스","58.4600","37.7578","202411","28","17,500","2","개인","개인","2013","동명로164번길 52","-","중개거래","부산 남구","24.12.05"
"2412","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","24.5600","12.4500","202411","28","4,000","1","개인","개인","2003","사상로137번길 10","-","직거래","-","24.12.02"
"2413","부산광역시 강서구 동선동","258","0258","0000","가덕공항빌A동","25.4101","35.0100","202411","28","17,000","2","개인","법인","2024","동선길 74","20241210","직거래","-","-"
"2414","부산광역시 남구 문현동","321-1","0321","0001","문현리치빌","57.3300","35.5017","202411","28","31,769","4","기타","개인","2002","지게골로 203","-","직거래","-","24.11.28"
"2415","부산광역시 남구 문현동","308-8","0308","0008","대송주택(308-8)","46.9700","46.0000","202411","28","35,688","1","기타","개인","1978","동제당로 20","-","직거래","-","24.11.28"
"2416","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","27.0800","13.7300","202411","28","4,500","3","개인","개인","2003","사상로137번길 10","-","직거래","-","24.12.02"
"2417","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","23.2400","11.7900","202411","28","4,300","4","개인","개인","2003","사상로137번길 10","-","직거래","-","24.12.02"
"2418","부산광역시 수영구 광안동","702-16","0702","0016","해광블루원빌","45.3500","26.5347","202411","27","16,000","3","개인","개인","2016","광일로20번길 28","-","직거래","-","24.11.27"
"2419","부산광역시 수영구 민락동","15-10","0015","0010","동일","69.2600","42.2000","202411","27","15,500","2","개인","개인","1980","광남로258번길 13","-","중개거래","부산 수영구","25.01.20"
"2420","부산광역시 서구 동대신동1가","16-58","0016","0058","정원빌라","42.9300","19.7200","202411","27","2,000","2","개인","개인","1999","보동길 177-5","-","직거래","-","24.12.11"
"2421","부산광역시 금정구 금사동","50-15","0050","0015","태양맨션","46.4800","30.5000","202411","27","6,800","2","개인","개인","1981","개좌로 97","-","중개거래","부산 동래구","24.12.05"
"2422","부산광역시 남구 용호동","533-65","0533","0065","심우주택(라)","35.9700","30.2000","202411","27","6,400","1","개인","개인","1981","동명로132번길 123","-","중개거래","부산 남구","24.12.27"
"2423","부산광역시 수영구 광안동","147-4","0147","0004","초콜릿2","17.2000","12.1290","202411","27","14,700","2","개인","개인","2010","수영로588번길 51","-","중개거래","부산 연제구","24.12.06"
"2424","부산광역시 해운대구 반여동","1291-955","1291","0955","(1291-955)","37.8000","13.1000","202411","27","3,000","1","개인","개인","1994","재반로196번길 22-41","-","직거래","-","24.11.27"
"2425","부산광역시 사하구 괴정동","539-3","0539","0003","한창스위트빌라","69.8400","35.3210","202411","27","17,000","1","개인","개인","1995","사하로141번나길 93","20250717","중개거래","부산 사하구","-"
"2426","부산광역시 부산진구 개금동","768","0768","0000","국민(768-0)","39.6700","55.4200","202411","27","5,200","1","개인","개인","1976","진사로68번길 22","-","중개거래","부산 부산진구","24.12.11"
"2427","부산광역시 북구 구포동","1237-41","1237","0041","벽산그린빌라","60.3800","29.4550","202411","26","3,900","-1","개인","개인","1995","모분재로 152","-","중개거래","부산 부산진구","24.12.03"
"2428","부산광역시 사하구 괴정동","536-33","0536","0033","제세하이빌(536-33)","66.9460","32.6200","202411","26","12,000","5","개인","개인","2000","사하로141번길 84","-","중개거래","부산 사하구","24.12.17"
"2429","부산광역시 해운대구 좌동","1365","1365","0000","동원듀크빌리지1","84.6412","108.1570","202411","26","70,000","5","개인","개인","2003","대천로67번길 43-15","-","직거래","-","24.12.09"
"2430","부산광역시 해운대구 재송동","1162-25","1162","0025","세계로빌라","46.8000","27.4200","202411","26","3,500","2","개인","개인","1995","재송2로74번길 25-17","20241209","중개거래","부산 해운대구","-"
"2431","부산광역시 부산진구 가야동","133-3","0133","0003","하남타워","49.8250","23.4840","202411","26","13,000","3","개인","개인","2015","가야대로527번길 25-13","-","중개거래","부산 부산진구","24.12.18"
"2432","부산광역시 수영구 수영동","490-12","0490","0012","더라이브490","20.7500","15.1816","202411","26","17,500","2","개인","개인","2023","구락로25번길 41","-","중개거래","부산 수영구","24.11.26"
"2433","부산광역시 강서구 동선동","258","0258","0000","가덕공항빌A동","26.1023","36.0900","202411","25","17,038","2","개인","법인","2024","동선길 74","-","직거래","-","24.11.26"
"2434","부산광역시 사상구 감전동","344-2","0344","0002","성안빌라(344-2)","62.8500","40.2778","202411","25","10,350","2","개인","개인","1999","백양대로547번길 6","-","중개거래","부산 부산진구","-"
"2435","부산광역시 사하구 다대동","960","0960","0000","우신주택","38.6100","47.5458","202411","25","6,950","2","개인","개인","1986","윤공단로17번길 29","-","중개거래","부산 사하구","24.11.28"
"2436","부산광역시 연제구 거제동","747-28","0747","0028","골든캐슬","24.3050","20.4590","202411","25","14,500","3","개인","개인","2019","거제대로96번길 37","-","중개거래","부산 연제구","25.01.02"
"2437","부산광역시 서구 동대신동1가","16-426","0016","0426","혜광빌라","21.7400","8.6900","202411","25","2,000","2","개인","개인","2001","망양로 234","-","직거래","-","24.11.25"
"2438","부산광역시 해운대구 중동","1477-6","1477","0006","영림하이츠","115.3600","67.2670","202411","25","16,800","4","개인","개인","1991","달맞이길117번나길 145","-","중개거래","부산 해운대구","25.02.27"
"2439","부산광역시 해운대구 반여동","1291-863","1291","0863","화신주택","38.9400","13.2500","202411","25","5,200","1","개인","개인","1995","해운대로61번길 99-70","-","중개거래","부산 해운대구","24.11.27"
"2440","부산광역시 수영구 광안동","1057-4","1057","0004","골든패밀리","16.9600","11.4900","202411","25","11,500","3","개인","법인","2012","연수로382번길 21-2","-","중개거래","부산 연제구","24.11.28"
"2441","부산광역시 수영구 광안동","1061-24","1061","0024","보람센텀빌","17.0000","11.7020","202411","25","13,000","5","개인","개인","2016","연수로396번길 13-1","20250115","중개거래","부산 연제구","-"
"2442","부산광역시 해운대구 반송동","250-2001","0250","2001","부경빌라","80.5700","32.6460","202411","25","7,500","4","개인","개인","1992","아랫반송로70번길 61","-","직거래","-","24.11.25"
"2443","부산광역시 해운대구 반송동","250-2057","0250","2057","금천빌라","36.0950","11.5000","202411","25","3,600","2","개인","개인","1996","아랫반송로90번길 30","-","직거래","-","24.12.06"
"2444","부산광역시 금정구 남산동","711-2","0711","0002","신익파크빌A동","74.5300","38.3030","202411","25","11,000","4","개인","개인","2003","금샘로578번길 20","-","직거래","-","24.11.29"
"2445","부산광역시 영도구 동삼동","325-5","0325","0005","성동주택","55.9600","37.3000","202411","23","12,000","2","개인","개인","1989","장수5길 49","-","직거래","-","24.12.16"
"2446","부산광역시 수영구 광안동","155-33","0155","0033","휴미소빌","15.3600","9.6500","202411","23","16,000","5","개인","개인","2012","수영로594번길 70","-","중개거래","부산 수영구","24.11.27"
"2447","부산광역시 금정구 서동","197-6","0197","0006","동부빌라","44.1500","22.0200","202411","23","9,000","2","개인","법인","1995","서곡로 11","-","중개거래","부산 금정구","24.11.27"
"2448","부산광역시 금정구 서동","197-6","0197","0006","동부빌라","44.1500","22.0200","202411","23","9,500","3","개인","개인","1995","서곡로 11","-","중개거래","부산 금정구","25.03.26"
"2449","부산광역시 북구 구포동","1249-13","1249","0013","구동빌라(1249-13)","44.4600","23.9310","202411","23","4,900","1","개인","개인","1994","시랑로170번길 48","-","중개거래","부산 북구","24.12.06"
"2450","부산광역시 사하구 다대동","960","0960","0000","우신주택","46.8000","57.6311","202411","23","8,350","3","개인","개인","1986","윤공단로17번길 29","-","중개거래","부산 사하구","24.12.10"
"2451","부산광역시 수영구 남천동","315-4","0315","0004","상준","45.4500","38.4000","202411","22","10,800","2","개인","개인","1980","황령대로473번길 22","-","중개거래","부산 수영구","25.01.10"
"2452","부산광역시 수영구 민락동","194-23","0194","0023","매직베스트빌라B동","27.6600","9.5100","202411","22","9,000","1","개인","개인","2001","민락로12번길 24","-","중개거래","부산 수영구","25.02.28"
"2453","부산광역시 영도구 청학동","141-4","0141","0004","온누리빌","52.4000","36.8822","202411","22","12,180","2","개인","개인","2021","청학동로55번길 14","-","직거래","-","24.11.28"
"2454","부산광역시 남구 감만동","3-315","0003","0315","동신주택(씨-디동)","54.0000","50.5790","202411","22","7,800","1","개인","개인","1985","양지골로251번길 53","-","중개거래","부산 남구","24.12.10"
"2455","부산광역시 수영구 광안동","147-16","0147","0016","명성마이빌","18.7200","12.2320","202411","22","15,800","2","개인","법인","2010","수영로594번길 58","-","중개거래","부산 연제구","24.11.27"
"2456","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","20.5500","14.1486","202411","22","12,500","3","법인","개인","2017","수영로610번길 66","20250120","중개거래","부산 부산진구","-"
"2457","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","20.5500","14.1486","202411","22","10,700","4","법인","개인","2017","수영로610번길 66","20250120","중개거래","부산 부산진구","-"
"2458","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","20.5500","14.1486","202411","22","10,800","2","법인","개인","2017","수영로610번길 66","20250120","중개거래","부산 부산진구","-"
"2459","부산광역시 수영구 광안동","702-16","0702","0016","해광블루원빌","44.7100","26.1603","202411","22","17,750","4","개인","개인","2016","광일로20번길 28","-","중개거래","부산 수영구","25.01.20"
"2460","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","15.6900","10.8025","202411","22","12,500","2","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2461","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","16.5400","11.3878","202411","22","12,500","2","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2462","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","15.6900","10.8025","202411","22","11,500","4","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2463","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","17.3700","11.9592","202411","22","9,300","5","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2464","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","17.3700","11.9592","202411","22","9,300","2","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2465","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","19.0100","13.0884","202411","22","10,100","2","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2466","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","15.6900","10.8025","202411","22","12,500","5","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2467","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","16.5400","11.3878","202411","22","11,500","5","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2468","부산광역시 해운대구 반여동","1578-7","1578","0007","(1578-7)","49.2200","16.5000","202411","22","4,000","1","개인","개인","1993","재반로270번길 51-86","-","중개거래","부산 해운대구","24.11.28"
"2469","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","9","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2470","부산광역시 남구 문현동","119-54","0119","0054","대림빌라(119-54)","72.4700","40.5400","202411","22","20,500","4","개인","개인","2011","고동골로60번길 31-4","-","중개거래","부산 남구","25.01.08"
"2471","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","15.6900","10.8025","202411","22","12,500","3","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2472","부산광역시 부산진구 부전동","352-15","0352","0015","재상프라자","22.0800","6.7631","202411","22","4,800","3","개인","개인","2002","부전로152번길 36","-","직거래","-","24.11.25"
"2473","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","17.3700","11.9592","202411","22","9,300","4","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2474","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","17.3700","11.9592","202411","22","9,300","3","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2475","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","19.0100","13.0884","202411","22","10,000","4","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2476","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","16.5400","11.3878","202411","22","12,500","4","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2477","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","16.5400","11.3878","202411","22","12,500","3","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2478","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","19.0100","13.0884","202411","22","10,000","3","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2479","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","9","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2480","부산광역시 수영구 광안동","122-26","0122","0026","포레하우스","20.5500","14.1486","202411","22","10,700","5","법인","개인","2017","수영로610번길 66","-","중개거래","부산 부산진구","25.01.21"
"2481","부산광역시 금정구 서동","520-184","0520","0184","부광빌라(520-184)","40.8300","11.8395","202411","22","10,500","4","개인","법인","2003","서동로91번길 3","-","직거래","-","24.11.22"
"2482","부산광역시 중구 영주동","467-179","0467","0179","(467-179)","27.2400","12.1200","202411","22","7,950","2","개인","개인","1998","임소길 32","-","직거래","-","24.12.20"
"2483","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","9","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2484","부산광역시 중구 보수동1가","41-260","0041","0260","삼승빌라","50.0900","15.9100","202411","22","5,000","4","개인","개인","1997","흑교로78번안길 48","-","직거래","-","24.11.27"
"2485","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","8","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2486","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","8","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2487","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","8","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2488","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","7","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2489","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","6","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2490","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","6","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2491","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","38.5300","9.9900","202411","22","10,700","6","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2492","부산광역시 동래구 사직동","69-3","0069","0003","센트럴뉴파크","21.2492","7.6779","202411","22","25,000","5","개인","개인","2019","석사로34번길 31","-","중개거래","부산 부산진구","24.12.31"
"2493","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","47.3900","12.2800","202411","22","13,100","9","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2494","부산광역시 동래구 온천동","1380-1","1380","0001","쎄븐하이츠","46.6650","12.1000","202411","22","12,900","7","법인","법인","2014","여고북로23번길 46","-","직거래","-","24.11.22"
"2495","부산광역시 연제구 연산동","1816-50","1816","0050","동주","53.4200","63.0500","202411","21","11,000","2","개인","개인","1981","금련로42번길 13","-","직거래","-","24.11.21"
"2496","부산광역시 연제구 연산동","1135-137","1135","0137","태경아트빌라","80.5200","48.3800","202411","21","7,000","2","개인","개인","1995","쌍미천로84번길 58","-","직거래","-","24.11.22"
"2497","부산광역시 해운대구 반여동","1291-636","1291","0636","(1291-636)","48.5100","15.1000","202411","21","6,500","2","개인","개인","1994","재반로225번길 23","-","중개거래","부산 해운대구","25.03.05"
"2498","부산광역시 북구 덕천동","428-25","0428","0025","자이빌","19.1000","13.3100","202411","21","5,000","4","개인","개인","2012","만덕대로78번길 46-16","-","직거래","-","24.11.21"
"2499","부산광역시 동구 수정동","653-1","0653","0001","화승별","78.9300","39.6900","202411","21","15,000","4","개인","개인","2006","수정서로26번길 14","-","중개거래","부산 동구","24.12.10"
"2500","부산광역시 수영구 광안동","92-3","0092","0003","광안APT","38.0500","26.6400","202411","21","24,000","2","개인","개인","1969","수영로660번길 37","-","중개거래","부산 수영구","24.12.31"
"2501","부산광역시 수영구 광안동","158-28","0158","0028","광안그린빌라(158-28)","56.1200","27.9600","202411","21","13,000","1","개인","개인","1995","광안로49번길 40","-","중개거래","부산 수영구","25.02.27"
"2502","부산광역시 금정구 청룡동","7-13","0007","0013","청룡협성엠파이어빌102","15.8400","12.5752","202411","21","3,050","2","개인","개인","2013","금정도서관로 5-20","-","중개거래","부산 금정구","24.12.17"
"2503","부산광역시 수영구 광안동","536-74","0536","0074","우리빌(536-74)","69.5000","48.3000","202411","20","21,000","5","개인","개인","2003","장대골로 40-7","-","중개거래","부산 수영구","24.12.27"
"2504","부산광역시 사하구 괴정동","1207-91","1207","0091","동산파크빌","44.6400","14.8900","202411","20","7,000","3","개인","개인","2002","장평로 374-1","-","중개거래","부산 사하구","25.01.03"
"2505","부산광역시 해운대구 재송동","1166-22","1166","0022","아라온빌리지","49.0700","35.7200","202411","20","13,200","3","개인","개인","2014","재송2로85번길 29","-","중개거래","부산 동래구","24.12.31"
"2506","부산광역시 남구 용당동","271","0271","0000","미원하이츠","39.8400","22.9800","202411","20","5,300","1","개인","개인","1993","신선로337번길 64","-","중개거래","부산 남구","25.01.20"
"2507","부산광역시 동구 좌천동","812-1","0812","0001","대현하이츠5차","75.7200","34.3543","202411","20","17,000","5","개인","개인","2007","고관로153번길 24","-","중개거래","부산 부산진구","24.12.05"
"2508","부산광역시 동구 수정동","1170-1","1170","0001","수정(1170-1)","36.3600","23.0500","202411","20","6,000","2","개인","개인","1962","수정공원상로 3","-","직거래","-","24.11.20"
"2509","부산광역시 북구 덕천동","241-29","0241","0029","다온누리","27.8300","18.1641","202411","19","10,500","3","개인","개인","2013","덕천로 95-9","-","직거래","-","24.11.20"
"2510","부산광역시 금정구 회동동","160-4","0160","0004","정원A동","45.0900","19.2700","202411","19","7,000","2","개인","개인","1980","회천로14번길 8","-","직거래","-","24.11.29"
"2511","부산광역시 부산진구 초읍동","394-20","0394","0020","노아의숲","44.4200","22.0099","202411","19","17,000","2","개인","개인","2018","월드컵대로435번길 60","-","직거래","-","24.11.19"
"2512","부산광역시 동구 수정동","1187-2","1187","0002","수정(1187-2)","36.3600","22.3100","202411","19","5,500","3","개인","개인","1969","수정공원남로 31-5","-","직거래","-","24.11.20"
"2513","부산광역시 수영구 광안동","120-17","0120","0017","성우센텀뷰에이","66.2500","40.7900","202411","19","30,000","4","개인","개인","2015","수영로624번길 37","-","직거래","-","24.11.19"
"2514","부산광역시 수영구 광안동","118-16","0118","0016","부일메트로스타","17.1000","5.7933","202411","18","10,500","5","개인","개인","2014","수영로606번길 5-4","-","중개거래","부산 수영구","24.12.27"
"2515","부산광역시 동구 수정동","771-240","0771","0240","덕암전원빌라","79.5200","42.2600","202411","18","11,200","2","개인","개인","1997","수정공원로 48","-","중개거래","부산 동구","25.01.10"
"2516","부산광역시 부산진구 가야동","12-67","0012","0067","한성그린빌","46.9600","20.5500","202411","18","7,000","1","개인","개인","2003","엄광로 300-3","-","직거래","-","24.11.19"
"2517","부산광역시 부산진구 가야동","384-53","0384","0053","성원빌101동","43.5900","19.2500","202411","18","7,800","3","개인","개인","2007","엄광로 279-1","-","중개거래","부산 부산진구","24.11.20"
"2518","부산광역시 수영구 광안동","118-16","0118","0016","부일메트로스타","16.6400","5.6375","202411","18","10,500","3","법인","개인","2014","수영로606번길 5-4","-","중개거래","부산 수영구","24.12.19"
"2519","부산광역시 수영구 광안동","118-16","0118","0016","부일메트로스타","19.8200","6.7148","202411","18","13,500","3","개인","개인","2014","수영로606번길 5-4","-","중개거래","부산 수영구","24.12.27"
"2520","부산광역시 중구 영주동","287-3","0287","0003","그린빌라","71.7700","41.3250","202411","18","6,000","4","개인","개인","2019","영주로6번안길 3","-","직거래","-","24.12.16"
"2521","부산광역시 북구 만덕동","924","0924","0000","현대레포션","84.7100","33.0800","202411","18","15,800","2","개인","개인","1993","덕천로259번길 5","-","중개거래","부산 북구","25.01.24"
"2522","부산광역시 기장군 기장읍 교리","345-11","0345","0011","청솔마을","34.4700","15.9800","202411","18","3,450","5","개인","개인","2003","차성로390번길 18","-","중개거래","부산 기장군","24.11.29"
"2523","부산광역시 사상구 모라동","280-29","0280","0029","명삼빌라","62.3800","34.6100","202411","18","9,300","3","개인","개인","1997","모라로51번길 74","-","중개거래","부산 사상구","24.12.20"
"2524","부산광역시 동래구 사직동","101-6","0101","0006","궁전아트빌라","74.7500","32.9200","202411","18","18,000","2","개인","개인","1997","종합운동장로54번길 24","20250602","중개거래","부산 동래구","-"
"2525","부산광역시 금정구 부곡동","541-1","0541","0001","대성빌라","79.5600","46.9800","202411","17","35,000","1","개인","개인","2003","동부곡로 32-6","-","중개거래","부산 금정구","25.01.07"
"2526","부산광역시 사하구 괴정동","354-29","0354","0029","목련빌(354-29)","71.7300","49.3783","202411","17","13,000","4","개인","개인","2003","오작로 119-1","-","중개거래","부산 사하구","-"
"2527","부산광역시 동구 수정동","1176-2","1176","0002","수정(1176-2)","36.3600","18.2500","202411","17","5,100","3","개인","개인","1962","수정공원남로 46","-","중개거래","부산 중구","24.11.29"
"2528","부산광역시 동구 좌천동","904-1","0904","0001","유림맨션","61.4300","38.1300","202411","17","6,000","3","개인","개인","1984","증산서로 31-1","-","직거래","-","24.12.27"
"2529","부산광역시 영도구 청학동","441-1","0441","0001","창신빌라(441-1)","57.4000","46.7127","202411","17","6,100","3","개인","개인","1995","청학남로3번길 7-3","-","중개거래","부산 남구","24.12.09"
"2530","부산광역시 수영구 민락동","32-6","0032","0006","드림캐슬B","16.1000","11.3300","202411","16","5,600","3","개인","개인","2002","민락본동로31번길 61","-","중개거래","부산 수영구","24.12.10"
"2531","부산광역시 사하구 장림동","538-29","0538","0029","아미하이츠빌라바동(538-29)","60.7800","31.3840","202411","16","6,800","3","개인","개인","1995","장평로41번길 33","-","중개거래","부산 사하구","24.12.30"
"2532","부산광역시 동구 좌천동","973-23","0973","0023","금강빌라","72.4100","40.0000","202411","16","11,760","3","개인","개인","2002","진성로60번길 5","-","중개거래","부산 동구","25.01.02"
"2533","부산광역시 남구 용호동","80-28","0080","0028","대명(B)","35.4700","31.3000","202411","16","5,000","1","개인","개인","1980","용호로 98-17","-","직거래","-","24.11.18"
"2534","부산광역시 해운대구 반여동","1610-5","1610","0005","(1610-5)","45.3900","16.5000","202411","16","5,300","3","개인","개인","1997","재반로241번길 8-81","-","중개거래","부산 해운대구","24.12.30"
"2535","부산광역시 동구 좌천동","904-1","0904","0001","유림맨션","61.4300","38.1300","202411","16","6,000","3","개인","개인","1984","증산서로 31-1","20241227","직거래","-","-"
"2536","부산광역시 동래구 안락동","441-11","0441","0011","낙원주택","42.5500","39.0000","202411","15","13,000","1","개인","법인","1980","명안로25번길 54-2","-","중개거래","부산 동래구","24.12.18"
"2537","부산광역시 부산진구 당감동","663-8","0663","0008","희도힐타워","73.8200","43.9741","202411","15","14,500","2","개인","개인","2014","백양순환로35번길 9","-","중개거래","부산 부산진구","24.12.06"
"2538","부산광역시 사하구 당리동","320-40","0320","0040","동경하이츠빌라","52.1400","27.3125","202411","15","13,800","3","개인","개인","1997","당리길 19","-","직거래","-","24.11.15"
"2539","부산광역시 해운대구 반여동","1611-1","1611","0001","초원빌라","58.7600","19.8800","202411","15","5,100","4","개인","개인","1992","재반로255번길 17-1","-","중개거래","부산 해운대구","24.12.09"
"2540","부산광역시 사하구 하단동","786-75","0786","0075","에덴빌리지(786-75)","68.3400","60.3000","202411","15","13,500","4","개인","개인","1992","낙동대로519번길 29-2","-","직거래","-","25.01.21"
"2541","부산광역시 수영구 광안동","92-19","0092","0019","베스테이N48","17.9400","15.4606","202411","15","19,000","3","개인","법인","2022","수영로666번길 48","-","중개거래","부산 수영구","24.11.29"
"2542","부산광역시 부산진구 개금동","540-56","0540","0056","크레빌원룸","25.1300","13.1380","202411","14","2,600","2","개인","개인","2000","엄광로44번길 4-5","-","직거래","-","24.12.12"
"2543","부산광역시 해운대구 우동","173-1","0173","0001","샤인빌라","71.8450","52.3500","202411","14","87,000","4","개인","개인","2002","우동2로14번가길 24","-","중개거래","부산 해운대구","24.12.30"
"2544","부산광역시 부산진구 가야동","406-131","0406","0131","오성","68.9400","47.3500","202411","14","14,000","2","개인","개인","1998","엄광로228번길 6","-","직거래","-","24.12.26"
