"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"9740","부산광역시 부산진구 양정동","1**","12m미만","19.11","월세","202409","22","100","30","2010","연제로9번길","202409~202509","신규","-","","","단독다가구"
"9741","부산광역시 기장군 기장읍 교리","3**","12m미만","163.04","월세","202409","22","500","31","2014","차성로","202409~202509","신규","-","","","단독다가구"
"9742","부산광역시 기장군 기장읍 교리","3**","12m미만","25.00","월세","202409","21","300","34","2011","차성동로154번길","202409~202509","신규","-","","","단독다가구"
"9743","부산광역시 동구 범일동","1***","8m미만","54.84","월세","202409","21","2,000","20","1980","범곡북로3번길","202409~202609","신규","-","","","단독다가구"
"9744","부산광역시 남구 용호동","4**","8m미만","59.80","월세","202409","21","2,000","40","1979","용호로178번길","202410~202610","신규","-","","","단독다가구"
"9745","부산광역시 부산진구 전포동","3**","12m미만","20.00","월세","202409","21","500","35","2011","전포대로186번길","202409~202509","신규","-","","","단독다가구"
"9746","부산광역시 동래구 사직동","1**","8m미만","33.00","월세","202409","21","100","10","1977","여고로113번길","202409~202503","신규","-","","","단독다가구"
"9747","부산광역시 부산진구 전포동","3**","12m미만","24.00","월세","202409","21","300","40","","전포대로186번길","202410~202510","신규","-","","","단독다가구"
"9748","부산광역시 서구 서대신동3가","2**","8m미만","114.39","월세","202409","21","3,000","63","1990","구덕로345번길","202411~202611","신규","-","","","단독다가구"
"9749","부산광역시 금정구 장전동","1**","8m미만","29.00","월세","202409","21","2,000","21","2016","수림로91번길","202409~202509","신규","-","","","단독다가구"
"9750","부산광역시 수영구 수영동","4**","12m미만","49.59","월세","202409","21","500","25","1985","수미로14번길","202409~202509","신규","-","","","단독다가구"
"9751","부산광역시 수영구 망미동","2**","8m미만","94.79","전세","202409","21","3,000","0","1989","수미로63번길","202410~202610","신규","-","","","단독다가구"
"9752","부산광역시 부산진구 개금동","8**","8m미만","155.46","전세","202409","21","3,000","0","1985","냉정로178번길","202409~202609","신규","-","","","단독다가구"
"9753","부산광역시 연제구 연산동","4**","8m미만","151.62","월세","202409","21","500","40","1985","고분로241번길","202410~202610","신규","-","","","단독다가구"
"9754","부산광역시 연제구 연산동","3**","12m미만","60.73","전세","202409","21","10,000","0","1978","과정로344번길","202410~202610","신규","-","","","단독다가구"
"9755","부산광역시 연제구 연산동","2***","8m미만","179.05","월세","202409","21","1,000","30","","배산로37번길","202409~202609","신규","-","","","단독다가구"
"9756","부산광역시 동래구 안락동","6**","8m미만","159.18","월세","202409","21","1,500","50","1977","연안로51번길","202409~202609","신규","-","","","단독다가구"
"9757","부산광역시 연제구 연산동","4**","12m미만","44.28","전세","202409","21","6,000","0","1983","온천천남로","202410~202610","신규","-","","","단독다가구"
"9758","부산광역시 동래구 명장동","3**","8m미만","121.84","월세","202409","21","3,000","30","1994","시실로211번길","202410~202610","신규","-","","","단독다가구"
"9759","부산광역시 부산진구 부암동","3**","8m미만","37.79","월세","202409","21","2,000","30","1979","동평로131번길","202410~202510","신규","-","","","단독다가구"
"9760","부산광역시 부산진구 부암동","1**","8m미만","20.00","월세","202409","21","100","45","1988","신천대로216번길","202409~202509","신규","-","","","단독다가구"
"9761","부산광역시 해운대구 반송동","*","25m미만","164.13","월세","202409","21","100","30","1992","윗반송로51번길","202409~202609","신규","-","","","단독다가구"
"9762","부산광역시 남구 대연동","1***","25m미만","110.15","월세","202409","21","2,000","56","","못골번영로","202409~202509","신규","-","","","단독다가구"
"9763","부산광역시 수영구 광안동","1**","8m미만","180.22","월세","202409","21","3,000","20","","수영로636번길","202409~202609","신규","-","","","단독다가구"
"9764","부산광역시 해운대구 중동","9**","8m미만","133.77","월세","202409","20","4,000","75","","좌동순환로446번길","202504~202904","신규","-","","","단독다가구"
"9765","부산광역시 해운대구 중동","9**","8m미만","133.77","월세","202409","20","4,000","75","1983","좌동순환로446번길","202411~202810","신규","-","","","단독다가구"
"9766","부산광역시 강서구 대저2동","2***","8m미만","29.75","월세","202409","20","300","25","1992","공항앞길187번길","202409~202609","신규","-","","","단독다가구"
"9767","부산광역시 해운대구 반송동","7**","8m미만","97.13","월세","202409","20","1,000","30","1980","반송로790번길","202409~202609","신규","-","","","단독다가구"
"9768","부산광역시 남구 용호동","7**","8m미만","52.80","월세","202409","20","2,000","20","","동명로118번길","202409~202909","신규","-","","","단독다가구"
"9769","부산광역시 동래구 명장동","3**","8m미만","86.92","월세","202409","20","10,000","35","","시실로","202409~202609","신규","-","","","단독다가구"
"9770","부산광역시 사하구 신평동","1**","8m미만","190.00","월세","202409","20","3,000","20","1992","다대로126번길","202409~202609","신규","-","","","단독다가구"
"9771","부산광역시 동구 수정동","1***","8m미만","33.00","전세","202409","20","4,000","0","1995","홍곡남로18번길","202410~202610","신규","-","","","단독다가구"
"9772","부산광역시 연제구 연산동","1***","8m미만","83.05","월세","202409","20","1,000","45","1983","묘봉산로5번길","202410~202610","신규","-","","","단독다가구"
"9773","부산광역시 연제구 연산동","7**","8m미만","54.31","월세","202409","20","2,500","20","1979","월드컵대로3번길","202409~202909","신규","-","","","단독다가구"
"9774","부산광역시 사하구 하단동","6**","8m미만","29.00","월세","202409","20","200","30","2010","괴정로","202410~202510","신규","-","","","단독다가구"
"9775","부산광역시 부산진구 당감동","2**","8m미만","58.97","월세","202409","20","500","20","1985","백양대로78번길","202409~202609","신규","-","","","단독다가구"
"9776","부산광역시 부산진구 개금동","2*","12m미만","121.59","월세","202409","20","1,000","55","1977","개금본동로","202409~202609","신규","-","","","단독다가구"
"9777","부산광역시 영도구 남항동1가","2**","8m미만","49.59","월세","202409","20","2,000","40","1974","절영로43번길","202410~202610","신규","-","","","단독다가구"
"9778","부산광역시 서구 남부민동","4**","8m미만","44.63","월세","202409","20","1,000","30","1972","천해로","202409~202609","신규","-","","","단독다가구"
"9779","부산광역시 동구 범일동","3**","12m미만","49.00","월세","202409","20","1,000","30","1989","자성로89번길","202410~202710","신규","-","","","단독다가구"
"9780","부산광역시 남구 용호동","5**","12m미만","244.40","월세","202409","20","200","35","1989","동명로169번길","202409~202609","신규","-","","","단독다가구"
"9781","부산광역시 부산진구 초읍동","4**","8m미만","54.71","월세","202409","20","7,000","10","1987","성지로122번길","202409~202609","신규","-","","","단독다가구"
"9782","부산광역시 사하구 하단동","7**","8m미만","18.20","월세","202409","20","200","23","1988","낙동남로1423번길","202409~202509","신규","-","","","단독다가구"
"9783","부산광역시 수영구 망미동","4**","12m미만","69.09","월세","202409","20","11,000","10","1977","망미번영로55번길","202410~202610","신규","-","","","단독다가구"
"9784","부산광역시 해운대구 중동","9**","12m미만","36.43","월세","202409","20","500","45","","좌동순환로446번길","202409~202509","신규","-","","","단독다가구"
"9785","부산광역시 해운대구 중동","9**","8m미만","133.77","월세","202409","20","2,000","40","1983","좌동순환로446번길","202411~202810","신규","-","","","단독다가구"
"9786","부산광역시 동래구 명장동","5**","12m미만","88.00","전세","202409","20","3,000","0","2005","명서로","202409~202609","신규","-","","","단독다가구"
"9787","부산광역시 영도구 청학동","4*","8m미만","59.17","월세","202409","20","500","20","2015","광암길7번길","202409~202609","신규","-","","","단독다가구"
"9788","부산광역시 금정구 장전동","1**","12m미만","18.49","월세","202409","20","300","29","2015","수림로","202409~202509","신규","-","","","단독다가구"
"9789","부산광역시 기장군 정관읍 방곡리","4**","12m미만","30.00","월세","202409","20","300","30","2011","방곡5로","202409~202509","신규","-","","","단독다가구"
"9790","부산광역시 기장군 기장읍 대라리","3**","12m미만","22.60","월세","202409","20","300","40","2021","대청로13번길","202410~202510","신규","-","","","단독다가구"
"9791","부산광역시 기장군 정관읍 용수리","1***","12m미만","71.30","월세","202409","19","7,000","17","","가동1길","202410~202610","신규","-","","","단독다가구"
"9792","부산광역시 기장군 기장읍 교리","3**","12m미만","30.00","월세","202409","19","500","35","2011","차성동로172번길","202409~202509","신규","-","","","단독다가구"
"9793","부산광역시 기장군 장안읍 명례리","9**","25m미만","33.00","월세","202409","19","200","35","2015","명례산단3로","202409~202509","신규","-","","","단독다가구"
"9794","부산광역시 기장군 정관읍 용수리","1***","12m미만","71.30","월세","202409","19","8,000","10","2012","가동1길","202410~202610","신규","-","","","단독다가구"
"9795","부산광역시 강서구 범방동","1***","12m미만","60.72","월세","202409","19","2,500","40","2018","범방3로64번길","202409~202509","신규","-","","","단독다가구"
"9796","부산광역시 해운대구 송정동","1**","25m미만","40.74","월세","202409","19","1,500","30","2017","송정강변로","202410~202509","신규","-","","","단독다가구"
"9797","부산광역시 해운대구 송정동","1**","8m미만","33.08","월세","202409","19","1,000","50","1990","송정중앙로5번길","202410~202609","신규","-","","","단독다가구"
"9798","부산광역시 강서구 신호동","2**","25m미만","25.00","월세","202409","19","2,000","20","2016","신호산단5로","202409~202609","신규","-","","","단독다가구"
"9799","부산광역시 북구 구포동","1***","8m미만","56.00","월세","202409","19","1,000","42","2016","시랑로109번길","202409~202509","신규","-","","","단독다가구"
"9800","부산광역시 동래구 명장동","2*","8m미만","70.74","월세","202409","19","3,000","20","1985","반송로251번길","202409~202609","신규","-","","","단독다가구"
"9801","부산광역시 연제구 거제동","4*","8m미만","50.00","전세","202409","19","8,700","0","1977","신촌로","202410~202610","신규","-","","","단독다가구"
"9802","부산광역시 남구 용호동","3**","12m미만","164.18","월세","202409","19","5,000","20","1984","동명로158번길","202410~202610","신규","-","","","단독다가구"
"9803","부산광역시 남구 대연동","6*","8m미만","65.44","월세","202409","19","300","40","1997","용소로19번길","202409~202509","신규","-","","","단독다가구"
"9804","부산광역시 사하구 괴정동","1**","8m미만","46.02","월세","202409","19","3,800","5","1989","낙동대로140번길","202409~202609","신규","-","","","단독다가구"
"9805","부산광역시 사하구 괴정동","1***","8m미만","52.01","월세","202409","19","300","20","2007","낙동대로318번길","202409~202609","신규","-","","","단독다가구"
"9806","부산광역시 중구 부평동3가","7*","8m미만","63.30","월세","202409","19","6,000","10","","보수대로44번길","202409~202609","신규","-","","","단독다가구"
"9807","부산광역시 연제구 연산동","6**","8m미만","77.24","월세","202409","19","3,000","60","1975","쌍미천로155번길","202409~202609","신규","-","","","단독다가구"
"9808","부산광역시 동구 초량동","1***","12m미만","154.81","월세","202409","19","2,000","20","1997","초량상로","202410~202610","신규","-","","","단독다가구"
"9809","부산광역시 연제구 연산동","7**","8m미만","18.00","월세","202409","19","300","29","2010","월드컵대로91번가길","202409~202509","신규","-","","","단독다가구"
"9810","부산광역시 동래구 안락동","6**","8m미만","39.40","월세","202409","19","500","30","1977","연안로59번길","202409~202609","신규","-","","","단독다가구"
"9811","부산광역시 사상구 덕포동","1**","8m미만","30.00","월세","202409","19","1,000","30","1978","운산로77번길","202409~202609","신규","-","","","단독다가구"
"9812","부산광역시 사상구 덕포동","4**","12m미만","52.19","월세","202409","19","2,000","35","1975","사상로277번길","202409~202609","신규","-","","","단독다가구"
"9813","부산광역시 해운대구 재송동","1***","12m미만","21.43","월세","202409","19","300","40","2012","해운대로153번길","202409~202609","신규","-","","","단독다가구"
"9814","부산광역시 금정구 장전동","1**","12m미만","20.00","월세","202409","19","500","27","","수림로61번길","202409~202509","신규","-","","","단독다가구"
"9815","부산광역시 서구 아미동2가","1**","8m미만","23.14","월세","202409","19","500","30","","까치고개로180번길","202409~202609","신규","-","","","단독다가구"
"9816","부산광역시 금정구 부곡동","2**","12m미만","74.33","전세","202409","19","5,000","0","2018","동부곡로5번길","202410~202610","신규","-","","","단독다가구"
"9817","부산광역시 금정구 장전동","4**","8m미만","44.69","월세","202409","19","300","55","1980","금강로","202409~202609","신규","-","","","단독다가구"
"9818","부산광역시 동래구 온천동","4**","8m미만","20.00","월세","202409","19","300","30","2010","차밭골로21번길","202409~202509","신규","-","","","단독다가구"
"9819","부산광역시 부산진구 전포동","1**","8m미만","76.86","월세","202409","19","500","33","1997","진남로356번길","202409~202609","신규","-","","","단독다가구"
"9820","부산광역시 사하구 하단동","4**","8m미만","26.40","월세","202409","19","200","20","1983","낙동대로535번길","202409~202509","신규","-","","","단독다가구"
"9821","부산광역시 수영구 수영동","4**","8m미만","61.72","월세","202409","19","1,000","40","1983","수미로58번길","202410~202610","신규","-","","","단독다가구"
"9822","부산광역시 부산진구 가야동","4**","8m미만","18.00","월세","202409","19","500","30","","엄광로","202409~202502","신규","-","","","단독다가구"
"9823","부산광역시 부산진구 가야동","3**","8m미만","24.00","월세","202409","19","500","30","1970","대학로36번길","202409~202509","신규","-","","","단독다가구"
"9824","부산광역시 금정구 장전동","1**","12m미만","20.00","월세","202409","18","500","27","2015","수림로61번길","202409~202509","신규","-","","","단독다가구"
"9825","부산광역시 부산진구 가야동","1**","8m미만","128.52","월세","202409","18","4,000","18","1983","가야대로507번길","202409~202509","신규","-","","","단독다가구"
"9826","부산광역시 사하구 괴정동","6**","25m미만","90.74","월세","202409","18","1,000","50","","괴정로","202409~202509","신규","-","","","단독다가구"
"9827","부산광역시 부산진구 전포동","3**","8m미만","23.00","월세","202409","18","500","24","2008","서전로58번길","202409~202509","신규","-","","","단독다가구"
"9828","부산광역시 중구 동광동5가","*","8m미만","16.52","월세","202409","18","500","29","","동광길","202409~202509","신규","-","","","단독다가구"
"9829","부산광역시 금정구 부곡동","3**","12m미만","154.38","월세","202409","17","2,000","28","1977","서부곡로11번길","202409~202609","신규","-","","","단독다가구"
"9830","부산광역시 사상구 삼락동","4**","8m미만","52.43","월세","202409","16","2,500","30","1976","사상로277번나길","202409~202609","신규","-","","","단독다가구"
"9831","부산광역시 수영구 민락동","1**","25m미만","16.53","월세","202409","16","0","40","1987","감포로","202408~202608","신규","-","","","단독다가구"
"9832","부산광역시 수영구 광안동","1**","8m미만","23.10","월세","202409","15","500","25","2010","광안로22번길","202409~202509","신규","-","","","단독다가구"
"9833","부산광역시 남구 감만동","*","8m미만","157.00","월세","202409","15","0","30","1977","양지골로","202409~203409","신규","-","","","단독다가구"
"9834","부산광역시 남구 감만동","2*","12m미만","30.00","월세","202409","15","100","25","2004","석포로26번가길","202409~202509","신규","-","","","단독다가구"
"9835","부산광역시 해운대구 반송동","6**","12m미만","196.67","전세","202409","15","6,000","0","1985","운봉길","202409~202609","신규","-","","","단독다가구"
"9836","부산광역시 영도구 동삼동","2**","8m미만","119.83","월세","202409","15","300","30","1979","와치로147번길","202409~202609","신규","-","","","단독다가구"
"9837","부산광역시 남구 대연동","1***","12m미만","74.40","월세","202409","14","3,000","70","1993","유엔평화로10번길","202409~202609","신규","-","","","단독다가구"
"9838","부산광역시 동래구 온천동","1***","8m미만","52.38","월세","202409","14","1,500","35","1982","아시아드대로181번가길","202410~202610","신규","-","","","단독다가구"
"9839","부산광역시 부산진구 범천동","8**","25m미만","187.79","전세","202409","14","2,000","0","1983","황령대로18번길","202411~202611","신규","-","","","단독다가구"
"9840","부산광역시 남구 용호동","3**","12m미만","130.62","월세","202409","14","100","12","1979","동명로170번길","202409~202609","신규","-","","","단독다가구"
"9841","부산광역시 부산진구 전포동","1**","8m미만","22.64","월세","202409","14","300","40","","전포대로246번길","202409~202509","신규","-","","","단독다가구"
"9842","부산광역시 남구 용호동","6**","8m미만","33.00","월세","202409","14","300","25","1992","동명로118번가길","202409~202609","신규","-","","","단독다가구"
"9843","부산광역시 북구 덕천동","3**","8m미만","30.05","월세","202409","14","1,000","50","2016","만덕대로77번길","202409~202509","신규","-","","","단독다가구"
"9844","부산광역시 강서구 범방동","1***","12m미만","60.72","월세","202409","14","2,000","40","2018","범방3로64번길","202409~202509","신규","-","","","단독다가구"
"9845","부산광역시 수영구 망미동","2**","8m미만","53.95","월세","202409","14","100","50","2020","망미번영로","202409~202509","신규","-","","","단독다가구"
"9846","부산광역시 금정구 장전동","3**","12m미만","19.43","월세","202409","14","300","30","2009","부산대학로38번길","202409~202509","신규","-","","","단독다가구"
"9847","부산광역시 동래구 안락동","4**","8m미만","26.44","월세","202409","14","300","20","1988","명안로10번길","202409~202609","신규","-","","","단독다가구"
"9848","부산광역시 강서구 범방동","1***","12m미만","36.30","월세","202409","14","300","30","2018","범방3로68번길","202409~202509","신규","-","","","단독다가구"
"9849","부산광역시 부산진구 당감동","6**","12m미만","66.50","월세","202409","14","1,000","45","1993","백양순환로35번길","202410~202610","신규","-","","","단독다가구"
"9850","부산광역시 금정구 부곡동","2**","12m미만","18.58","월세","202409","14","500","30","","동부곡로5번길","202409~202509","신규","-","","","단독다가구"
"9851","부산광역시 기장군 일광읍 삼성리","8**","12m미만","55.65","월세","202409","14","500","75","2022","해빛6로","202410~202510","신규","-","","","단독다가구"
"9852","부산광역시 기장군 정관읍 매학리","7**","12m미만","34.00","월세","202409","13","500","44","2018","달산길","202410~202509","신규","-","","","단독다가구"
"9853","부산광역시 사상구 주례동","5*","12m미만","30.00","월세","202409","13","200","34","2011","진사로28번길","202409~202509","신규","-","","","단독다가구"
"9854","부산광역시 금정구 서동","3**","8m미만","82.11","월세","202409","13","300","10","1993","서동로72번길","202409~202609","신규","-","","","단독다가구"
"9855","부산광역시 사상구 주례동","3**","8m미만","48.97","전세","202409","13","6,500","0","1989","양지로24번길","202410~202610","신규","-","","","단독다가구"
"9856","부산광역시 수영구 광안동","7*","8m미만","66.24","월세","202409","13","7,000","20","1972","수영로666번길","202410~202610","신규","-","","","단독다가구"
"9857","부산광역시 사상구 주례동","5*","12m미만","22.00","월세","202409","13","300","35","2010","주례로9번길","202409~202609","신규","-","","","단독다가구"
"9858","부산광역시 동래구 사직동","1**","8m미만","65.80","월세","202409","13","1,000","40","1984","여고로135번길","202410~202610","신규","-","","","단독다가구"
"9859","부산광역시 동래구 사직동","1**","8m미만","168.67","월세","202409","13","1,000","40","1984","여고로135번길","202410~202610","신규","-","","","단독다가구"
"9860","부산광역시 동래구 사직동","4*","8m미만","51.63","월세","202409","13","3,000","30","1985","사직북로34번길","202410~202610","신규","-","","","단독다가구"
"9861","부산광역시 영도구 동삼동","2**","8m미만","25.50","월세","202409","13","200","20","1995","동삼로93번길","202410~202610","신규","-","","","단독다가구"
"9862","부산광역시 부산진구 부전동","5**","12m미만","35.95","월세","202409","13","300","40","","부전로65번길","202409~202509","신규","-","","","단독다가구"
"9863","부산광역시 연제구 거제동","1***","8m미만","47.07","월세","202409","13","1,000","25","1979","거제천로255번가길","202410~202610","신규","-","","","단독다가구"
"9864","부산광역시 연제구 거제동","8**","8m미만","12.50","월세","202409","13","2,000","15","1991","해맞이로123번길","202409~202609","신규","-","","","단독다가구"
"9865","부산광역시 북구 만덕동","3**","8m미만","151.42","월세","202409","13","2,000","35","1988","만덕2로29번길","202409~202609","신규","-","","","단독다가구"
"9866","부산광역시 북구 만덕동","8**","8m미만","161.73","월세","202409","13","6,000","30","1986","덕천로326번길","202410~202610","신규","-","","","단독다가구"
"9867","부산광역시 금정구 구서동","1***","8m미만","178.18","월세","202409","13","2,000","35","1987","중앙대로1959번길","202410~202610","신규","-","","","단독다가구"
"9868","부산광역시 금정구 구서동","7**","12m미만","34.97","월세","202409","13","3,000","20","1985","구서중앙로40번길","202409~202609","신규","-","","","단독다가구"
"9869","부산광역시 금정구 구서동","8*","8m미만","19.80","월세","202409","13","2,000","26","2017","금강로446번길","202409~202509","신규","-","","","단독다가구"
"9870","부산광역시 사하구 괴정동","6**","25m미만","51.34","월세","202409","13","200","38","1980","괴정로","202409~202609","신규","-","","","단독다가구"
"9871","부산광역시 해운대구 송정동","1**","12m미만","35.00","월세","202409","13","500","45","2017","송정중앙로5번길","202409~202509","신규","-","","","단독다가구"
"9872","부산광역시 남구 우암동","1*","8m미만","141.75","월세","202409","13","500","20","1989","유엔로120번가길","202409~202609","신규","-","","","단독다가구"
"9873","부산광역시 연제구 연산동","6**","8m미만","60.10","전세","202409","13","8,000","0","1969","쌍미천로87번길","202410~202610","신규","-","","","단독다가구"
"9874","부산광역시 강서구 대저1동","2***","8m미만","109.67","월세","202409","13","100","20","1991","대저로277번길","202409~202509","신규","-","","","단독다가구"
"9875","부산광역시 연제구 연산동","1***","8m미만","70.00","전세","202409","13","6,500","0","1995","대리로6번길","202410~202610","신규","-","","","단독다가구"
"9876","부산광역시 연제구 연산동","6**","8m미만","136.20","월세","202409","13","1,000","32","1994","대리로19번길","202409~202609","신규","-","","","단독다가구"
"9877","부산광역시 남구 용호동","4**","12m미만","35.00","월세","202409","13","200","20","1991","동명로146번길","202409~202609","신규","-","","","단독다가구"
"9878","부산광역시 동래구 온천동","1***","8m미만","46.05","월세","202409","13","2,000","50","1979","아시아드대로219번길","202409~202608","신규","-","","","단독다가구"
"9879","부산광역시 북구 덕천동","3**","25m미만","15.12","월세","202409","13","200","30","2020","기찰로129번길","202409~202509","신규","-","","","단독다가구"
"9880","부산광역시 북구 덕천동","4**","12m미만","50.00","월세","202409","13","1,500","25","1991","만덕대로90번길","202409~202609","신규","-","","","단독다가구"
"9881","부산광역시 동래구 온천동","1***","8m미만","76.50","전세","202409","13","9,000","0","1991","충렬대로100번길","202410~202610","신규","-","","","단독다가구"
"9882","부산광역시 사상구 덕포동","1**","12m미만","110.97","전세","202409","13","5,000","0","1986","강선로","202409~202609","신규","-","","","단독다가구"
"9883","부산광역시 서구 남부민동","4**","25m미만","12.00","전세","202409","13","1,700","0","","해돋이로59번길","202409~202609","신규","-","","","단독다가구"
"9884","부산광역시 해운대구 반여동","1***","12m미만","45.38","월세","202409","13","500","20","1992","해운대로61번길","202409~202609","신규","-","","","단독다가구"
"9885","부산광역시 동래구 칠산동","4*","12m미만","41.20","전세","202409","13","1,500","0","1986","칠산로","202409~202509","신규","-","","","단독다가구"
"9886","부산광역시 동구 수정동","4**","8m미만","48.38","월세","202409","12","300","25","","진성로","202409~202609","신규","-","","","단독다가구"
"9887","부산광역시 부산진구 전포동","3**","8m미만","48.63","월세","202409","12","2,000","20","2014","진남로362번길","202410~202610","신규","-","","","단독다가구"
"9888","부산광역시 수영구 민락동","1*","8m미만","33.00","월세","202409","12","1,000","20","1978","민락본동로27번길","202409~202509","신규","-","","","단독다가구"
"9889","부산광역시 남구 용호동","3**","12m미만","179.38","월세","202409","12","500","25","1990","동명로170번길","202409~202609","신규","-","","","단독다가구"
"9890","부산광역시 해운대구 재송동","2**","8m미만","39.67","월세","202409","12","500","20","1991","해운대로91번길","202409~202609","신규","-","","","단독다가구"
"9891","부산광역시 해운대구 송정동","1**","25m미만","33.76","월세","202409","12","1,000","50","2012","송정강변로","202409~202609","신규","-","","","단독다가구"
"9892","부산광역시 동래구 명장동","3**","8m미만","83.75","월세","202409","12","500","24","2016","명서로","202409~202509","신규","-","","","단독다가구"
"9893","부산광역시 동래구 명장동","5**","8m미만","138.59","월세","202409","12","1,000","21","2015","명서로112번길","202409~202509","신규","-","","","단독다가구"
"9894","부산광역시 동구 좌천동","8**","12m미만","170.56","전세","202409","12","12,000","0","1997","좌천로","202411~202611","신규","-","","","단독다가구"
"9895","부산광역시 북구 덕천동","3**","12m미만","199.34","월세","202409","12","1,000","40","1989","의성로74번길","202410~202609","신규","-","","","단독다가구"
"9896","부산광역시 북구 구포동","9**","8m미만","163.84","월세","202409","12","200","35","1988","백양대로1048번가길","202409~202609","신규","-","","","단독다가구"
"9897","부산광역시 동래구 사직동","1**","8m미만","136.73","월세","202409","12","5,000","30","1977","여고로113번길","202410~202610","신규","-","","","단독다가구"
"9898","부산광역시 부산진구 개금동","4**","12m미만","51.74","전세","202409","12","5,500","0","1974","백양대로313번길","202410~202609","신규","-","","","단독다가구"
"9899","부산광역시 금정구 남산동","2*","8m미만","20.00","월세","202409","12","200","30","2018","범어천로46번길","202409~202509","신규","-","","","단독다가구"
"9900","부산광역시 사상구 덕포동","4**","12m미만","59.50","전세","202409","12","7,500","0","1973","삼덕로46번길","202409~202709","신규","-","","","단독다가구"
"9901","부산광역시 부산진구 연지동","1**","8m미만","157.36","전세","202409","12","3,000","0","1990","동평로235번길","202409~202609","신규","-","","","단독다가구"
"9902","부산광역시 서구 초장동","7*","8m미만","63.46","월세","202409","12","700","30","","천마로231번길","202409~202609","신규","-","","","단독다가구"
"9903","부산광역시 북구 만덕동","8**","12m미만","52.00","전세","202409","12","5,000","0","1986","상리로48번길","202411~202611","신규","-","","","단독다가구"
"9904","부산광역시 사하구 당리동","1**","8m미만","65.70","월세","202409","12","3,500","25","2000","제석로","202409~202609","신규","-","","","단독다가구"
"9905","부산광역시 남구 대연동","1***","8m미만","121.02","월세","202409","12","1,000","25","1993","석포로83번길","202410~202610","신규","-","","","단독다가구"
"9906","부산광역시 강서구 범방동","1***","12m미만","70.00","월세","202409","12","300","30","","범방3로72번길","202409~202509","신규","-","","","단독다가구"
"9907","부산광역시 부산진구 연지동","2**","8m미만","70.08","월세","202409","12","2,000","35","1973","연지로39번길","202411~202611","신규","-","","","단독다가구"
"9908","부산광역시 부산진구 가야동","5**","8m미만","37.80","월세","202409","12","300","20","1988","엄광로147번길","202409~202609","신규","-","","","단독다가구"
"9909","부산광역시 북구 구포동","1***","8m미만","147.93","월세","202409","12","1,000","15","1988","사상로558번나길","202409~202609","신규","-","","","단독다가구"
"9910","부산광역시 수영구 수영동","1**","8m미만","42.97","월세","202409","12","1,500","25","1996","수영성로26번길","202409~202609","신규","-","","","단독다가구"
"9911","부산광역시 북구 구포동","9**","8m미만","161.68","월세","202409","11","500","50","","구남로14번길","202409~202509","신규","-","","","단독다가구"
"9912","부산광역시 북구 구포동","8*","12m미만","33.78","월세","202409","11","500","60","2017","덕천로28번길","202409~202509","신규","-","","","단독다가구"
"9913","부산광역시 남구 대연동","9**","8m미만","25.40","월세","202409","11","500","50","2020","유엔평화로22번길","202409~202509","신규","-","","","단독다가구"
"9914","부산광역시 연제구 연산동","3**","12m미만","189.80","월세","202409","11","2,000","60","1986","과정로294번길","202409~202609","신규","-","","","단독다가구"
"9915","부산광역시 서구 초장동","4*","8m미만","49.50","월세","202409","11","2,000","30","","아미초장로74번길","202609~202809","신규","-","","","단독다가구"
"9916","부산광역시 연제구 연산동","2***","8m미만","114.96","월세","202409","11","2,000","15","1975","배산북로12번길","202409~202609","신규","-","","","단독다가구"
"9917","부산광역시 금정구 남산동","3**","8m미만","63.75","전세","202409","11","7,000","0","1984","팔송로39번길","202410~202610","신규","-","","","단독다가구"
"9918","부산광역시 남구 대연동","1***","12m미만","154.38","월세","202409","11","1,500","25","","못골로","202410~202610","신규","-","","","단독다가구"
"9919","부산광역시 부산진구 개금동","1**","8m미만","27.00","월세","202409","11","1,000","37","","복지로21번길","202409~202609","신규","-","","","단독다가구"
"9920","부산광역시 금정구 남산동","2*","12m미만","49.59","월세","202409","11","3,000","5","1988","범어천로46번길","202409~202609","신규","-","","","단독다가구"
"9921","부산광역시 남구 용호동","3**","12m미만","150.89","월세","202409","11","100","20","1978","동명로158번길","202409~202609","신규","-","","","단독다가구"
